local_time,PLTS_Kayan_Hulu_ESDM,PLTS_Lumbis_Ogong_ESDM,PLTS_Pulau_Limbung,PLTS_Sebatik,PLTS_Sebatik_ESDM,PLTS_Sebuku_ESDM,PLTS_Seimenggaris_ESDM,PLTS_Sidding,PLTS_Temajuk,PLTS_Tulin_Onsoi_ESDM
01/01/2021 00:00,0,0,0,0,0,0,0,0,0,0
01/01/2021 01:00,0,0,0,0,0,0,0,0,0,0
01/01/2021 02:00,0,0,0,0,0,0,0,0,0,0
01/01/2021 03:00,0,0,0,0,0,0,0,0,0,0
01/01/2021 04:00,0,0,0,0,0,0,0,0,0,0
01/01/2021 05:00,0,0,0,0,0,0,0,0,0,0
01/01/2021 06:00,0.001508,0.001308,0.009155,0.007392,0.004219,0.001627,0.001814,0,0.003831,0.001557
01/01/2021 07:00,0.013244,0.01472,0.024368,0.058182,0.034092,0.016418,0.016753,0.002881,0.005682,0.016327
01/01/2021 08:00,0.015161,0.018476,0.045088,0.054756,0.032608,0.01968,0.017874,0.004376,0.010652,0.020063
01/01/2021 09:00,0.022306,0.028759,0.061162,0.083637,0.04959,0.028963,0.026745,0.007803,0.016167,0.029646
01/01/2021 10:00,0.028311,0.036585,0.072279,0.100771,0.059785,0.034751,0.032423,0.010897,0.019854,0.036368
01/01/2021 11:00,0.030954,0.0378,0.073165,0.110659,0.065176,0.035251,0.033999,0.012429,0.021153,0.036955
01/01/2021 12:00,0.03016,0.037151,0.062575,0.115335,0.066929,0.034868,0.033374,0.012815,0.022336,0.035961
01/01/2021 13:00,0.026725,0.032784,0.054527,0.109923,0.063985,0.031461,0.031578,0.013048,0.021175,0.032499
01/01/2021 14:00,0.019737,0.023753,0.04172,0.087138,0.050865,0.023448,0.024746,0.012707,0.015669,0.024054
01/01/2021 15:00,0.012122,0.0141,0.028286,0.056863,0.032824,0.014231,0.015415,0.010168,0.010161,0.014805
01/01/2021 16:00,0.00575,0.00548,0.011925,0.027547,0.015598,0.005677,0.006677,0.006488,0.004433,0.005848
01/01/2021 17:00,0.001106,0.001089,0.00038,0.005238,0.002987,0.001105,0.001287,0.00221,0.000218,0.001096
01/01/2021 18:00,0,0,0,0,0,0,0,0.00006,0,0
01/01/2021 19:00,0,0,0,0,0,0,0,0,0,0
01/01/2021 20:00,0,0,0,0,0,0,0,0,0,0
01/01/2021 21:00,0,0,0,0,0,0,0,0,0,0
01/01/2021 22:00,0,0,0,0,0,0,0,0,0,0
01/01/2021 23:00,0,0,0,0,0,0,0,0,0,0
02/01/2021 00:00,0,0,0,0,0,0,0,0,0,0
02/01/2021 01:00,0,0,0,0,0,0,0,0,0,0
02/01/2021 02:00,0,0,0,0,0,0,0,0,0,0
02/01/2021 03:00,0,0,0,0,0,0,0,0,0,0
02/01/2021 04:00,0,0,0,0,0,0,0,0,0,0
02/01/2021 05:00,0,0,0,0,0,0,0,0,0,0
02/01/2021 06:00,0.000368,0.000184,0.007354,0.001388,0.000804,0.000257,0.00035,0,0.004233,0.000268
02/01/2021 07:00,0.005642,0.005436,0.025091,0.020253,0.012369,0.005942,0.006643,0.00224,0.013328,0.006115
02/01/2021 08:00,0.014099,0.014419,0.042936,0.048167,0.029436,0.015775,0.016341,0.006898,0.020584,0.016256
02/01/2021 09:00,0.021699,0.024913,0.054595,0.072557,0.044058,0.026129,0.024919,0.011564,0.02749,0.026825
02/01/2021 10:00,0.028404,0.032786,0.059924,0.090894,0.054733,0.032104,0.030401,0.01534,0.033082,0.033007
02/01/2021 11:00,0.030738,0.038016,0.063117,0.103417,0.061264,0.035942,0.033325,0.018206,0.037326,0.037597
02/01/2021 12:00,0.028101,0.039783,0.062844,0.103809,0.061302,0.036421,0.033427,0.019937,0.040126,0.038329
02/01/2021 13:00,0.023216,0.035681,0.05432,0.08678,0.050551,0.030912,0.027384,0.019685,0.037568,0.032968
02/01/2021 14:00,0.019427,0.025938,0.041738,0.069383,0.040579,0.020669,0.020676,0.016545,0.028627,0.021979
02/01/2021 15:00,0.014187,0.016409,0.026757,0.046549,0.027381,0.013033,0.013677,0.011658,0.01931,0.013641
02/01/2021 16:00,0.007961,0.008121,0.010901,0.022494,0.01316,0.006672,0.006506,0.007557,0.008171,0.006647
02/01/2021 17:00,0.001973,0.001707,0.000489,0.004038,0.002399,0.001444,0.001275,0.003444,0.000509,0.001416
02/01/2021 18:00,0,0,0,0,0,0,0,0.000205,0,0
02/01/2021 19:00,0,0,0,0,0,0,0,0,0,0
02/01/2021 20:00,0,0,0,0,0,0,0,0,0,0
02/01/2021 21:00,0,0,0,0,0,0,0,0,0,0
02/01/2021 22:00,0,0,0,0,0,0,0,0,0,0
02/01/2021 23:00,0,0,0,0,0,0,0,0,0,0
03/01/2021 00:00,0,0,0,0,0,0,0,0,0,0
03/01/2021 01:00,0,0,0,0,0,0,0,0,0,0
03/01/2021 02:00,0,0,0,0,0,0,0,0,0,0
03/01/2021 03:00,0,0,0,0,0,0,0,0,0,0
03/01/2021 04:00,0,0,0,0,0,0,0,0,0,0
03/01/2021 05:00,0,0,0,0,0,0,0,0,0,0
03/01/2021 06:00,0.001877,0.001665,0.006635,0.005958,0.003551,0.001709,0.001767,0,0.002554,0.001621
03/01/2021 07:00,0.016426,0.018022,0.024023,0.05179,0.031322,0.017017,0.016738,0.001894,0.011001,0.016488
03/01/2021 08:00,0.035276,0.039433,0.043463,0.113002,0.068488,0.037622,0.036832,0.006561,0.02223,0.03658
03/01/2021 09:00,0.04791,0.055427,0.058241,0.159409,0.095923,0.05324,0.051245,0.011838,0.031116,0.052421
03/01/2021 10:00,0.054626,0.065434,0.064981,0.189566,0.113071,0.062964,0.060028,0.015634,0.037781,0.063376
03/01/2021 11:00,0.057357,0.06739,0.065149,0.19657,0.116139,0.065489,0.061196,0.018888,0.040557,0.06667
03/01/2021 12:00,0.053485,0.066695,0.059488,0.192515,0.112586,0.063913,0.058317,0.019237,0.038647,0.064622
03/01/2021 13:00,0.048388,0.059731,0.050722,0.174781,0.102593,0.058015,0.053234,0.0187,0.031984,0.058223
03/01/2021 14:00,0.040555,0.050449,0.039743,0.150318,0.088124,0.048902,0.045525,0.014535,0.023532,0.049382
03/01/2021 15:00,0.02879,0.036103,0.02575,0.103064,0.059246,0.033971,0.029481,0.009689,0.01609,0.033711
03/01/2021 16:00,0.016017,0.019956,0.010853,0.052614,0.030227,0.01715,0.014848,0.005792,0.007368,0.016984
03/01/2021 17:00,0.003972,0.004221,0.000567,0.010308,0.005921,0.003308,0.002801,0.002357,0.000489,0.003072
03/01/2021 18:00,0,0,0,0,0,0,0,0.000106,0,0
03/01/2021 19:00,0,0,0,0,0,0,0,0,0,0
03/01/2021 20:00,0,0,0,0,0,0,0,0,0,0
03/01/2021 21:00,0,0,0,0,0,0,0,0,0,0
03/01/2021 22:00,0,0,0,0,0,0,0,0,0,0
03/01/2021 23:00,0,0,0,0,0,0,0,0,0,0
04/01/2021 00:00,0,0,0,0,0,0,0,0,0,0
04/01/2021 01:00,0,0,0,0,0,0,0,0,0,0
04/01/2021 02:00,0,0,0,0,0,0,0,0,0,0
04/01/2021 03:00,0,0,0,0,0,0,0,0,0,0
04/01/2021 04:00,0,0,0,0,0,0,0,0,0,0
04/01/2021 05:00,0,0,0,0,0,0,0,0,0,0
04/01/2021 06:00,0.000902,0.000827,0.009242,0.004482,0.002785,0.001269,0.001518,0,0.003929,0.001241
04/01/2021 07:00,0.007925,0.010066,0.031705,0.033047,0.020691,0.012036,0.012349,0.00174,0.014023,0.012327
04/01/2021 08:00,0.015228,0.018921,0.056971,0.060483,0.036813,0.021299,0.020926,0.006191,0.02581,0.022249
04/01/2021 09:00,0.0219,0.027216,0.076946,0.09211,0.054953,0.027953,0.02907,0.011167,0.034691,0.02945
04/01/2021 10:00,0.027919,0.033185,0.089473,0.116308,0.069251,0.034341,0.036183,0.015336,0.040295,0.036276
04/01/2021 11:00,0.031467,0.037643,0.094913,0.130859,0.078498,0.040033,0.041725,0.018116,0.043494,0.041783
04/01/2021 12:00,0.033899,0.038774,0.091472,0.131544,0.079374,0.042517,0.04315,0.019933,0.044132,0.044088
04/01/2021 13:00,0.032364,0.035827,0.079632,0.110627,0.067568,0.039794,0.038627,0.019344,0.03938,0.041293
04/01/2021 14:00,0.026662,0.029938,0.05984,0.081808,0.050502,0.033118,0.030241,0.017227,0.029953,0.033942
04/01/2021 15:00,0.018544,0.020499,0.039957,0.053614,0.032526,0.021489,0.018825,0.011903,0.018968,0.021441
04/01/2021 16:00,0.009371,0.01099,0.016897,0.029316,0.017362,0.010524,0.009419,0.007881,0.008403,0.010544
04/01/2021 17:00,0.002152,0.002573,0.001002,0.006335,0.003909,0.002301,0.002259,0.00333,0.00043,0.002284
04/01/2021 18:00,0,0,0,0,0,0,0,0.000153,0,0
04/01/2021 19:00,0,0,0,0,0,0,0,0,0,0
04/01/2021 20:00,0,0,0,0,0,0,0,0,0,0
04/01/2021 21:00,0,0,0,0,0,0,0,0,0,0
04/01/2021 22:00,0,0,0,0,0,0,0,0,0,0
04/01/2021 23:00,0,0,0,0,0,0,0,0,0,0
05/01/2021 00:00,0,0,0,0,0,0,0,0,0,0
05/01/2021 01:00,0,0,0,0,0,0,0,0,0,0
05/01/2021 02:00,0,0,0,0,0,0,0,0,0,0
05/01/2021 03:00,0,0,0,0,0,0,0,0,0,0
05/01/2021 04:00,0,0,0,0,0,0,0,0,0,0
05/01/2021 05:00,0,0,0,0,0,0,0,0,0,0
05/01/2021 06:00,0.000378,0.000385,0.006359,0.002831,0.001478,0.000474,0.000508,0,0.002809,0.000528
05/01/2021 07:00,0.005627,0.007113,0.022364,0.034132,0.01881,0.007443,0.007868,0.001617,0.009903,0.008123
05/01/2021 08:00,0.014644,0.018077,0.043412,0.085598,0.047238,0.018826,0.020026,0.00582,0.017569,0.020729
05/01/2021 09:00,0.024806,0.029651,0.061924,0.138261,0.076383,0.031014,0.032809,0.010618,0.024725,0.034635
05/01/2021 10:00,0.035281,0.040081,0.074685,0.186338,0.10359,0.042448,0.04467,0.014076,0.031153,0.046206
05/01/2021 11:00,0.043711,0.046969,0.082568,0.215312,0.121026,0.048997,0.053148,0.017406,0.034096,0.052876
05/01/2021 12:00,0.051505,0.049981,0.083481,0.225556,0.127634,0.051517,0.056586,0.020137,0.036965,0.055043
05/01/2021 13:00,0.050984,0.045729,0.077174,0.218568,0.123821,0.047407,0.053942,0.021736,0.036838,0.050288
05/01/2021 14:00,0.049655,0.03799,0.062326,0.197338,0.112453,0.039833,0.048338,0.021289,0.031437,0.041963
05/01/2021 15:00,0.038739,0.02756,0.041587,0.152346,0.086203,0.028799,0.035397,0.01841,0.022967,0.029665
05/01/2021 16:00,0.022693,0.01666,0.018661,0.09904,0.056418,0.018262,0.022973,0.012455,0.011452,0.017889
05/01/2021 17:00,0.007004,0.004905,0.001426,0.028553,0.016297,0.005815,0.006746,0.006226,0.001028,0.005517
05/01/2021 18:00,0,0,0,0,0,0,0,0.000503,0,0
05/01/2021 19:00,0,0,0,0,0,0,0,0,0,0
05/01/2021 20:00,0,0,0,0,0,0,0,0,0,0
05/01/2021 21:00,0,0,0,0,0,0,0,0,0,0
05/01/2021 22:00,0,0,0,0,0,0,0,0,0,0
05/01/2021 23:00,0,0,0,0,0,0,0,0,0,0
06/01/2021 00:00,0,0,0,0,0,0,0,0,0,0
06/01/2021 01:00,0,0,0,0,0,0,0,0,0,0
06/01/2021 02:00,0,0,0,0,0,0,0,0,0,0
06/01/2021 03:00,0,0,0,0,0,0,0,0,0,0
06/01/2021 04:00,0,0,0,0,0,0,0,0,0,0
06/01/2021 05:00,0,0,0,0,0,0,0,0,0,0
06/01/2021 06:00,0.003481,0.002437,0.01178,0.016341,0.009499,0.003504,0.004135,0,0.004454,0.003237
06/01/2021 07:00,0.021943,0.021258,0.035677,0.091668,0.05417,0.02518,0.026423,0.003096,0.013306,0.02417
06/01/2021 08:00,0.042797,0.044261,0.059301,0.160783,0.094794,0.047131,0.047322,0.008618,0.018251,0.046337
06/01/2021 09:00,0.057797,0.062287,0.076141,0.203918,0.120643,0.061288,0.061489,0.013337,0.022848,0.061714
06/01/2021 10:00,0.06506,0.069436,0.090355,0.233846,0.138217,0.06719,0.069685,0.017176,0.026566,0.068559
06/01/2021 11:00,0.064797,0.073505,0.095455,0.250987,0.14733,0.070919,0.073233,0.019901,0.028891,0.072549
06/01/2021 12:00,0.0682,0.070575,0.092763,0.257194,0.151201,0.070857,0.074642,0.021759,0.028728,0.072341
06/01/2021 13:00,0.067096,0.066239,0.082335,0.244891,0.144119,0.066229,0.070965,0.022071,0.02588,0.067902
06/01/2021 14:00,0.059428,0.057039,0.06534,0.217208,0.127975,0.061133,0.063703,0.019953,0.020032,0.062163
06/01/2021 15:00,0.045952,0.044904,0.042784,0.168865,0.099863,0.045904,0.049409,0.016054,0.01436,0.046414
06/01/2021 16:00,0.027424,0.031628,0.016232,0.106828,0.063457,0.032569,0.032422,0.01007,0.006411,0.031993
06/01/2021 17:00,0.007338,0.009267,0.000861,0.031612,0.019016,0.010268,0.010039,0.004635,0.000369,0.009952
06/01/2021 18:00,0,0,0,0,0,0,0,0.000277,0,0
06/01/2021 19:00,0,0,0,0,0,0,0,0,0,0
06/01/2021 20:00,0,0,0,0,0,0,0,0,0,0
06/01/2021 21:00,0,0,0,0,0,0,0,0,0,0
06/01/2021 22:00,0,0,0,0,0,0,0,0,0,0
06/01/2021 23:00,0,0,0,0,0,0,0,0,0,0
07/01/2021 00:00,0,0,0,0,0,0,0,0,0,0
07/01/2021 01:00,0,0,0,0,0,0,0,0,0,0
07/01/2021 02:00,0,0,0,0,0,0,0,0,0,0
07/01/2021 03:00,0,0,0,0,0,0,0,0,0,0
07/01/2021 04:00,0,0,0,0,0,0,0,0,0,0
07/01/2021 05:00,0,0,0,0,0,0,0,0,0,0
07/01/2021 06:00,0.003531,0.003357,0.004227,0.016341,0.009461,0.003906,0.004282,0,0.00258,0.003755
07/01/2021 07:00,0.022118,0.025549,0.016713,0.090108,0.053462,0.026579,0.026992,0.001858,0.010563,0.02599
07/01/2021 08:00,0.039232,0.045409,0.030877,0.14546,0.086644,0.044895,0.044609,0.006131,0.02045,0.043881
07/01/2021 09:00,0.051215,0.061158,0.039757,0.183333,0.109344,0.059235,0.057806,0.010194,0.027212,0.059539
07/01/2021 10:00,0.058694,0.069435,0.045166,0.204361,0.12217,0.067049,0.065283,0.013557,0.031128,0.067869
07/01/2021 11:00,0.060949,0.073584,0.047737,0.20556,0.124135,0.070615,0.068217,0.014773,0.032801,0.071381
07/01/2021 12:00,0.055764,0.073245,0.047828,0.189191,0.114555,0.069133,0.064369,0.016876,0.030052,0.06949
07/01/2021 13:00,0.052288,0.065966,0.043004,0.169266,0.101849,0.059885,0.055747,0.017544,0.023466,0.059557
07/01/2021 14:00,0.040657,0.055338,0.033157,0.131142,0.078137,0.047143,0.041947,0.013807,0.018141,0.045841
07/01/2021 15:00,0.029856,0.039324,0.021069,0.09452,0.056253,0.031621,0.029171,0.009075,0.01198,0.029999
07/01/2021 16:00,0.018083,0.022353,0.009121,0.050495,0.030164,0.017695,0.015872,0.004906,0.005964,0.016614
07/01/2021 17:00,0.004432,0.00534,0.000493,0.011056,0.006716,0.004314,0.003693,0.002496,0.000325,0.003934
07/01/2021 18:00,0,0,0,0,0,0,0,0.000115,0,0
07/01/2021 19:00,0,0,0,0,0,0,0,0,0,0
07/01/2021 20:00,0,0,0,0,0,0,0,0,0,0
07/01/2021 21:00,0,0,0,0,0,0,0,0,0,0
07/01/2021 22:00,0,0,0,0,0,0,0,0,0,0
07/01/2021 23:00,0,0,0,0,0,0,0,0,0,0
08/01/2021 00:00,0,0,0,0,0,0,0,0,0,0
08/01/2021 01:00,0,0,0,0,0,0,0,0,0,0
08/01/2021 02:00,0,0,0,0,0,0,0,0,0,0
08/01/2021 03:00,0,0,0,0,0,0,0,0,0,0
08/01/2021 04:00,0,0,0,0,0,0,0,0,0,0
08/01/2021 05:00,0,0,0,0,0,0,0,0,0,0
08/01/2021 06:00,0.001544,0.002121,0.004086,0.008972,0.005303,0.002807,0.002715,0,0.003516,0.002734
08/01/2021 07:00,0.011996,0.019919,0.012817,0.064353,0.037476,0.020288,0.019123,0.001713,0.01213,0.020656
08/01/2021 08:00,0.024117,0.038698,0.022062,0.128088,0.073726,0.036863,0.035517,0.006079,0.019286,0.03709
08/01/2021 09:00,0.034483,0.054527,0.030142,0.181638,0.10564,0.053314,0.052115,0.011414,0.023755,0.054149
08/01/2021 10:00,0.04075,0.066178,0.034653,0.223889,0.130551,0.064296,0.064007,0.014939,0.026998,0.064597
08/01/2021 11:00,0.045755,0.071381,0.045155,0.244546,0.143255,0.070766,0.071021,0.016342,0.028693,0.071023
08/01/2021 12:00,0.05076,0.07108,0.045598,0.244116,0.142876,0.070165,0.070729,0.017433,0.030049,0.071042
08/01/2021 13:00,0.053739,0.067206,0.037789,0.232222,0.135823,0.065828,0.066671,0.017318,0.023038,0.065987
08/01/2021 14:00,0.050821,0.058395,0.030299,0.205368,0.11994,0.056465,0.057729,0.013803,0.017583,0.055364
08/01/2021 15:00,0.042498,0.04207,0.020505,0.157625,0.091184,0.03972,0.041644,0.008637,0.010411,0.038542
08/01/2021 16:00,0.028515,0.023219,0.008766,0.098285,0.05652,0.021828,0.024417,0.004695,0.003375,0.020879
08/01/2021 17:00,0.008086,0.005076,0.000383,0.024515,0.013887,0.005189,0.00564,0.001353,0.000071,0.004715
08/01/2021 18:00,0,0,0,0,0,0,0,0.000026,0,0
08/01/2021 19:00,0,0,0,0,0,0,0,0,0,0
08/01/2021 20:00,0,0,0,0,0,0,0,0,0,0
08/01/2021 21:00,0,0,0,0,0,0,0,0,0,0
08/01/2021 22:00,0,0,0,0,0,0,0,0,0,0
08/01/2021 23:00,0,0,0,0,0,0,0,0,0,0
09/01/2021 00:00,0,0,0,0,0,0,0,0,0,0
09/01/2021 01:00,0,0,0,0,0,0,0,0,0,0
09/01/2021 02:00,0,0,0,0,0,0,0,0,0,0
09/01/2021 03:00,0,0,0,0,0,0,0,0,0,0
09/01/2021 04:00,0,0,0,0,0,0,0,0,0,0
09/01/2021 05:00,0,0,0,0,0,0,0,0,0,0
09/01/2021 06:00,0.0038,0.002646,0.002527,0.017586,0.010082,0.003799,0.004275,0,0.001899,0.003489
09/01/2021 07:00,0.023973,0.022415,0.010627,0.097117,0.057053,0.026547,0.027468,0.000967,0.006711,0.025429
09/01/2021 08:00,0.043219,0.041136,0.021026,0.162731,0.095859,0.046303,0.047185,0.003178,0.011213,0.045115
09/01/2021 09:00,0.056651,0.057943,0.032019,0.20949,0.123382,0.06171,0.061883,0.006025,0.016526,0.061766
09/01/2021 10:00,0.06453,0.068274,0.043102,0.240058,0.141381,0.070985,0.071012,0.008963,0.020817,0.071138
09/01/2021 11:00,0.068572,0.073262,0.053671,0.254962,0.150148,0.075124,0.075281,0.010612,0.026787,0.075174
09/01/2021 12:00,0.067561,0.072414,0.052749,0.254175,0.149484,0.074332,0.074604,0.01204,0.028896,0.074371
09/01/2021 13:00,0.060617,0.063452,0.043481,0.236682,0.139399,0.069432,0.069913,0.010787,0.02318,0.069675
09/01/2021 14:00,0.048591,0.051084,0.031424,0.20532,0.121121,0.054155,0.058495,0.009057,0.019189,0.052996
09/01/2021 15:00,0.03318,0.041782,0.017546,0.147257,0.085968,0.041554,0.041928,0.006464,0.012318,0.041927
09/01/2021 16:00,0.017243,0.02298,0.006405,0.088759,0.051508,0.02275,0.024236,0.003973,0.005156,0.022994
09/01/2021 17:00,0.003818,0.005376,0.000135,0.022493,0.013023,0.004878,0.005994,0.001553,0.000279,0.005217
09/01/2021 18:00,0,0,0,0,0,0,0,0.000036,0,0
09/01/2021 19:00,0,0,0,0,0,0,0,0,0,0
09/01/2021 20:00,0,0,0,0,0,0,0,0,0,0
09/01/2021 21:00,0,0,0,0,0,0,0,0,0,0
09/01/2021 22:00,0,0,0,0,0,0,0,0,0,0
09/01/2021 23:00,0,0,0,0,0,0,0,0,0,0
10/01/2021 00:00,0,0,0,0,0,0,0,0,0,0
10/01/2021 01:00,0,0,0,0,0,0,0,0,0,0
10/01/2021 02:00,0,0,0,0,0,0,0,0,0,0
10/01/2021 03:00,0,0,0,0,0,0,0,0,0,0
10/01/2021 04:00,0,0,0,0,0,0,0,0,0,0
10/01/2021 05:00,0,0,0,0,0,0,0,0,0,0
10/01/2021 06:00,0.004647,0.002755,0.011529,0.019929,0.011486,0.004378,0.004963,0,0.00237,0.004059
10/01/2021 07:00,0.026606,0.022523,0.03506,0.101676,0.059853,0.028018,0.029042,0.001565,0.008041,0.026965
10/01/2021 08:00,0.04653,0.042021,0.058522,0.166566,0.09816,0.048385,0.049177,0.005795,0.014322,0.048708
10/01/2021 09:00,0.060967,0.056571,0.071267,0.213011,0.125569,0.062666,0.063222,0.010646,0.018595,0.0632
10/01/2021 10:00,0.069792,0.067284,0.083016,0.243157,0.143332,0.072046,0.072277,0.01397,0.019963,0.072538
10/01/2021 11:00,0.073519,0.073326,0.089079,0.250927,0.14893,0.076661,0.076556,0.01727,0.021934,0.0771
10/01/2021 12:00,0.073536,0.073927,0.086804,0.250881,0.148707,0.076736,0.076275,0.020339,0.025148,0.077019
10/01/2021 13:00,0.069051,0.070949,0.076902,0.231703,0.136497,0.072146,0.069295,0.021797,0.025368,0.072082
10/01/2021 14:00,0.059947,0.063191,0.060642,0.204589,0.121471,0.06326,0.062799,0.020632,0.021313,0.063833
10/01/2021 15:00,0.043718,0.046294,0.036249,0.156119,0.092396,0.045911,0.046821,0.016722,0.014875,0.046347
10/01/2021 16:00,0.026578,0.025689,0.015069,0.090806,0.053467,0.025077,0.026225,0.00977,0.007553,0.024964
10/01/2021 17:00,0.007219,0.006917,0.001157,0.024732,0.014461,0.007087,0.007204,0.004178,0.000589,0.007335
10/01/2021 18:00,0,0,0,0,0,0,0,0.000254,0,0
10/01/2021 19:00,0,0,0,0,0,0,0,0,0,0
10/01/2021 20:00,0,0,0,0,0,0,0,0,0,0
10/01/2021 21:00,0,0,0,0,0,0,0,0,0,0
10/01/2021 22:00,0,0,0,0,0,0,0,0,0,0
10/01/2021 23:00,0,0,0,0,0,0,0,0,0,0
11/01/2021 00:00,0,0,0,0,0,0,0,0,0,0
11/01/2021 01:00,0,0,0,0,0,0,0,0,0,0
11/01/2021 02:00,0,0,0,0,0,0,0,0,0,0
11/01/2021 03:00,0,0,0,0,0,0,0,0,0,0
11/01/2021 04:00,0,0,0,0,0,0,0,0,0,0
11/01/2021 05:00,0,0,0,0,0,0,0,0,0,0
11/01/2021 06:00,0.00193,0.001789,0.010241,0.012378,0.007121,0.002749,0.003115,0,0.007471,0.002655
11/01/2021 07:00,0.014141,0.015636,0.03136,0.073555,0.044202,0.020544,0.022748,0.002247,0.0214,0.020768
11/01/2021 08:00,0.035609,0.032214,0.050371,0.133307,0.080306,0.039731,0.042299,0.006801,0.032588,0.040747
11/01/2021 09:00,0.052518,0.047236,0.062098,0.193377,0.113538,0.054169,0.055975,0.012312,0.039747,0.054876
11/01/2021 10:00,0.061138,0.055126,0.072803,0.231387,0.136444,0.063424,0.067221,0.017991,0.046451,0.063988
11/01/2021 11:00,0.065547,0.058946,0.08396,0.249771,0.147099,0.069727,0.072667,0.022907,0.050937,0.070276
11/01/2021 12:00,0.0692,0.063747,0.083378,0.252603,0.148617,0.071844,0.07365,0.024808,0.052022,0.072218
11/01/2021 13:00,0.065801,0.062683,0.077976,0.236939,0.139713,0.069572,0.070109,0.023927,0.047512,0.069541
11/01/2021 14:00,0.056912,0.057381,0.062835,0.205023,0.121042,0.061331,0.061195,0.02106,0.039721,0.061318
11/01/2021 15:00,0.043568,0.044277,0.040263,0.14868,0.086624,0.044404,0.042647,0.016174,0.026778,0.044414
11/01/2021 16:00,0.027062,0.028542,0.01599,0.093026,0.05545,0.029523,0.028735,0.009844,0.011522,0.0289
11/01/2021 17:00,0.007683,0.007963,0.001083,0.023427,0.013868,0.007539,0.007116,0.004005,0.000921,0.007449
11/01/2021 18:00,0,0,0,0,0,0,0,0.000246,0,0
11/01/2021 19:00,0,0,0,0,0,0,0,0,0,0
11/01/2021 20:00,0,0,0,0,0,0,0,0,0,0
11/01/2021 21:00,0,0,0,0,0,0,0,0,0,0
11/01/2021 22:00,0,0,0,0,0,0,0,0,0,0
11/01/2021 23:00,0,0,0,0,0,0,0,0,0,0
12/01/2021 00:00,0,0,0,0,0,0,0,0,0,0
12/01/2021 01:00,0,0,0,0,0,0,0,0,0,0
12/01/2021 02:00,0,0,0,0,0,0,0,0,0,0
12/01/2021 03:00,0,0,0,0,0,0,0,0,0,0
12/01/2021 04:00,0,0,0,0,0,0,0,0,0,0
12/01/2021 05:00,0,0,0,0,0,0,0,0,0,0
12/01/2021 06:00,0.000968,0.000508,0.009214,0.005229,0.00288,0.000791,0.001071,0,0.002154,0.000817
12/01/2021 07:00,0.01037,0.008339,0.031077,0.046479,0.027074,0.010742,0.01256,0.001502,0.007916,0.010985
12/01/2021 08:00,0.026513,0.021052,0.056404,0.096387,0.05675,0.02521,0.027875,0.005135,0.015436,0.026001
12/01/2021 09:00,0.040017,0.032569,0.073393,0.135308,0.082021,0.039537,0.04381,0.010413,0.022143,0.041387
12/01/2021 10:00,0.045017,0.04349,0.086498,0.148275,0.0919,0.050178,0.052987,0.013685,0.02759,0.0527
12/01/2021 11:00,0.045448,0.050701,0.094311,0.145913,0.092089,0.054784,0.056029,0.016621,0.028045,0.057406
12/01/2021 12:00,0.039328,0.054798,0.092335,0.138675,0.08602,0.055262,0.052574,0.016912,0.02875,0.058254
12/01/2021 13:00,0.038148,0.04875,0.082192,0.130394,0.078566,0.044798,0.044609,0.017732,0.029232,0.048494
12/01/2021 14:00,0.037307,0.035927,0.064167,0.118545,0.070554,0.032593,0.036608,0.016286,0.024303,0.035296
12/01/2021 15:00,0.029017,0.021765,0.040967,0.092034,0.055303,0.022937,0.027207,0.01067,0.019499,0.022741
12/01/2021 16:00,0.016253,0.011971,0.017857,0.047723,0.029058,0.014521,0.015296,0.00567,0.007426,0.014057
12/01/2021 17:00,0.004047,0.002994,0.001155,0.009152,0.005677,0.003492,0.003248,0.00224,0.000334,0.003356
12/01/2021 18:00,0,0,0,0,0,0,0,0.000144,0,0
12/01/2021 19:00,0,0,0,0,0,0,0,0,0,0
12/01/2021 20:00,0,0,0,0,0,0,0,0,0,0
12/01/2021 21:00,0,0,0,0,0,0,0,0,0,0
12/01/2021 22:00,0,0,0,0,0,0,0,0,0,0
12/01/2021 23:00,0,0,0,0,0,0,0,0,0,0
13/01/2021 00:00,0,0,0,0,0,0,0,0,0,0
13/01/2021 01:00,0,0,0,0,0,0,0,0,0,0
13/01/2021 02:00,0,0,0,0,0,0,0,0,0,0
13/01/2021 03:00,0,0,0,0,0,0,0,0,0,0
13/01/2021 04:00,0,0,0,0,0,0,0,0,0,0
13/01/2021 05:00,0,0,0,0,0,0,0,0,0,0
13/01/2021 06:00,0.0007,0.000521,0.005664,0.004663,0.002812,0.000778,0.001307,0,0.001731,0.000858
13/01/2021 07:00,0.008748,0.009216,0.020228,0.044813,0.02742,0.011114,0.014308,0.001268,0.006861,0.011872
13/01/2021 08:00,0.020807,0.023811,0.037344,0.100366,0.061018,0.028063,0.03219,0.00451,0.01246,0.028958
13/01/2021 09:00,0.031669,0.042563,0.052317,0.149239,0.089875,0.04756,0.048596,0.00789,0.016709,0.04916
13/01/2021 10:00,0.03976,0.055938,0.054377,0.186957,0.112166,0.060121,0.060238,0.009855,0.019899,0.061744
13/01/2021 11:00,0.045362,0.062855,0.066358,0.208565,0.124963,0.066164,0.066571,0.011981,0.022872,0.067688
