178.290775,178.290775,178.290775,178.290775,178.290775,178.290775,178.290775,178.290775,178.290775,178.290775,178.290775,178.290775
172.2071,172.2071,172.2071,172.2071,172.2071,172.2071,172.2071,172.2071,172.2071,172.2071,172.2071,172.2071
166.5662917,166.5662917,166.5662917,166.5662917,166.5662917,166.5662917,166.5662917,166.5662917,166.5662917,166.5662917,166.5662917,166.5662917
161.32935,161.32935,161.32935,161.32935,161.32935,161.32935,161.32935,161.32935,161.32935,161.32935,161.32935,161.32935
156.6524917,156.6524917,156.6524917,156.6524917,156.6524917,156.6524917,156.6524917,156.6524917,156.6524917,156.6524917,156.6524917,156.6524917
153.8256417,153.8256417,153.8256417,153.8256417,153.8256417,153.8256417,153.8256417,153.8256417,153.8256417,153.8256417,153.8256417,153.8256417
153.5911,153.5911,153.5911,153.5911,153.5911,153.5911,153.5911,153.5911,153.5911,153.5911,153.5911,153.5911
150.3473833,150.3473833,150.3473833,150.3473833,150.3473833,150.3473833,150.3473833,150.3473833,150.3473833,150.3473833,150.3473833,150.3473833
144.8367917,144.8367917,144.8367917,144.8367917,144.8367917,144.8367917,144.8367917,144.8367917,144.8367917,144.8367917,144.8367917,144.8367917
149.6047583,149.6047583,149.6047583,149.6047583,149.6047583,149.6047583,149.6047583,149.6047583,149.6047583,149.6047583,149.6047583,149.6047583
155.9620833,155.9620833,155.9620833,155.9620833,155.9620833,155.9620833,155.9620833,155.9620833,155.9620833,155.9620833,155.9620833,155.9620833
159.4273417,159.4273417,159.4273417,159.4273417,159.4273417,159.4273417,159.4273417,159.4273417,159.4273417,159.4273417,159.4273417,159.4273417
159.7138833,159.7138833,159.7138833,159.7138833,159.7138833,159.7138833,159.7138833,159.7138833,159.7138833,159.7138833,159.7138833,159.7138833
158.3330667,158.3330667,158.3330667,158.3330667,158.3330667,158.3330667,158.3330667,158.3330667,158.3330667,158.3330667,158.3330667,158.3330667
160.2089667,160.2089667,160.2089667,160.2089667,160.2089667,160.2089667,160.2089667,160.2089667,160.2089667,160.2089667,160.2089667,160.2089667
161.0297,161.0297,161.0297,161.0297,161.0297,161.0297,161.0297,161.0297,161.0297,161.0297,161.0297,161.0297
163.074925,163.074925,163.074925,163.074925,163.074925,163.074925,163.074925,163.074925,163.074925,163.074925,163.074925,163.074925
163.6221167,163.6221167,163.6221167,163.6221167,163.6221167,163.6221167,163.6221167,163.6221167,163.6221167,163.6221167,163.6221167,163.6221167
162.5668417,162.5668417,162.5668417,162.5668417,162.5668417,162.5668417,162.5668417,162.5668417,162.5668417,162.5668417,162.5668417,162.5668417
170.7740667,170.7740667,170.7740667,170.7740667,170.7740667,170.7740667,170.7740667,170.7740667,170.7740667,170.7740667,170.7740667,170.7740667
182.628875,182.628875,182.628875,182.628875,182.628875,182.628875,182.628875,182.628875,182.628875,182.628875,182.628875,182.628875
180.64865,180.64865,180.64865,180.64865,180.64865,180.64865,180.64865,180.64865,180.64865,180.64865,180.64865,180.64865
175.6853583,175.6853583,175.6853583,175.6853583,175.6853583,175.6853583,175.6853583,175.6853583,175.6853583,175.6853583,175.6853583,175.6853583
171.5165833,171.5165833,171.5165833,171.5165833,171.5165833,171.5165833,171.5165833,171.5165833,171.5165833,171.5165833,171.5165833,171.5165833
166.5531833,166.5531833,166.5531833,166.5531833,166.5531833,166.5531833,166.5531833,166.5531833,166.5531833,166.5531833,166.5531833,166.5531833
