bus,p_set
0,171.30815
0,167.738675
0,163.700225
0,161.3162417
0,162.9056
0,165.3938
0,171.0997167
0,190.9663167
0,198.0791583
0,203.8762917
0,204.3582667
0,202.1176083
0,209.373775
0,214.21985
0,215.4053417
0,211.09335
0,200.9321167
0,198.04005
0,208.9178
0,205.322325
0,201.909175
0,198.9388917
0,189.2206333
0,180.8180833
0,174.6691917
0,168.950275
0,164.1040917
0,162.8013833
0,162.2541917
0,166.6184
0,170.9303917
0,191.20075
0,198.3005917
0,203.3682083
0,203.9544
0,202.6516917
0,210.1032917
0,215.2360167
0,213.125575
0,208.2795
0,196.5680167
0,195.7342833
0,202.8992333
0,199.7857333
0,195.5127417
0,191.5264
0,185.5208333
0,176.5712
0,171.0085
0,166.813725
0,163.1531417
0,160.0786417
0,161.0297
0,160.8212667
0,159.6878833
0,172.3243167
0,178.5513167
0,185.3124
0,185.4948333
0,184.4526667
0,190.1715833
0,193.1808667
0,192.8292167
0,190.2628
0,184.0358
0,187.1363
0,198.1442667
0,194.3403583
0,190.7708833
0,187.956925
0,179.854025
0,171.3602583
0,167.2567
0,162.749275
0,159.8051
0,156.847925
0,157.3039
0,160.7821583
0,166.2275333
0,185.3255083
0,192.1387
0,196.932775
0,196.5289083
0,192.9594333
0,198.4178083
0,205.022675
0,206.3383833
0,201.5053083
0,190.8229917
0,190.2888
0,204.4364833
0,201.8439583
0,197.1933167
0,193.519625
0,185.6641583
0,177.6003667
0,170.813175
0,165.9278833
0,161.9155417
0,159.1538
0,158.398175
0,158.2939583
0,155.9750833
0,169.601575
0,176.0501167
0,182.6809833
0,181.7951417
0,179.0072917
0,185.2212917
0,188.1914667
0,188.3477917
0,185.6511583
0,181.0004083
0,182.4334417
0,201.010225
0,199.147325
0,194.7051167
0,194.7051167
0,163.7784417
0,163.7784417
0,163.7784417
0,163.7784417
0,159.0625833
0,156.1705167
0,154.5811583
0,151.6370917
0,145.6966333
0,152.2492833
0,158.4242833
0,163.374575
0,164.625175
0,165.2765833
0,171.2039333
0,173.301375
0,174.4737583
0,173.4055917
0,169.9663333
0,175.7243583
0,192.751
0,191.6306167
0,188.1784667
0,185.2734
0,178.5773167
0,171.0085
0,165.4980167
0,160.248075
0,156.35295
0,153.3175583
0,155.8317583
0,158.8150417
0,163.85655
0,183.8012583
0,192.8682167
0,197.9749417
0,198.4178083
0,195.8123917
0,203.3682083
0,206.273275
0,208.1882833
0,204.6839167
0,193.9494917
0,194.3663583
0,207.6020917
0,206.4296
0,200.8670083
0,198.1312667
0,190.1845833
0,181.1697333
0,175.3857083
0,170.852175
0,167.712675
0,163.84355
0,165.8236667
0,168.83295
0,174.3565417
0,194.3663583
0,203.472425
0,208.761475
0,208.8526917
0,205.51765
0,212.7608167
0,217.5678917
0,218.9097083
0,212.5523833
0,200.0071667
0,197.0891
0,213.737875
0,210.1814
0,203.7068583
0,199.29065
0,193.70195
0,185.4166167
0,179.38505
0,173.2882667
0,168.2988667
0,166.6184
0,165.1723667
0,169.262925
0,174.4607583
0,194.5487917
0,202.6386917
0,209.2695583
0,208.748475
0,205.8564083
0,215.0796917
0,219.18325
0,220.0169833
0,214.7409333
0,201.1796583
0,199.3427583
0,213.138575
0,213.0474667
0,207.5889833
0,203.8371833
0,195.8645
0,185.58605
0,179.2938333
0,173.2752667
0,169.0023833
0,165.0420417
0,166.33175
0,167.9081083
0,172.063775
0,191.18775
0,200.9060083
0,204.8272417
0,204.28005
0,202.36515
0,210.4029417
0,213.7899833
0,214.0896333
0,210.8198083
0,197.7014
0,194.444575
0,210.49405
0,208.2273917
0,201.1926583
0,196.7112333
0,188.855875
0,179.515375
0,172.55875
0,167.6735667
0,163.4787917
0,160.860375
0,162.0978667
0,164.2474167
0,167.4911333
0,186.380675
0,193.858275
0,199.6684083
0,201.0363333
0,199.0692167
0,205.5958667
0,212.0964083
0,214.1677417
0,210.7937
0,198.7044583
0,196.5028
0,212.98225
0,211.73165
0,205.3092167
0,203.2639917
0,196.2032583
0,187.0450833
0,178.8509667
0,173.5879167
0,168.4421917
0,166.2145333
0,165.10715
0,163.6221167
0,160.7561583
0,175.64625
0,182.329225
0,189.9892583
0,188.71255
0,186.3155667
0,193.1418667
0,198.209375
0,199.2515417
0,196.4116917
0,191.7739417
0,191.2789667
0,210.4029417
0,210.2205083
0,203.9544
0,201.5704167
0,195.2522
0,186.5891083
0,179.7368083
0,173.2101583
0,167.58235
0,164.312525
0,161.524675
0,158.9322583
0,152.1060667
0,159.5966667
0,164.599175
0,169.43225
0,170.04455
0,174.0698917
0,181.3130583
0,185.2212917
0,186.706325
0,184.4786667
0,179.9322417
0,182.0946833
0,202.40415
0,202.9122333
0,199.87695
0,196.5159083
0,189.0252
0,181.5346
0,174.9297333
0,168.7418417
0,162.9186
0,161.35535
0,162.436625
0,167.126375
0,173.0408333
0,194.7181167
0,203.9284
0,211.7707583
0,212.0574083
0,210.7677
0,218.53195
0,222.8699417
0,223.9252167
0,217.5678917
0,201.5183083
0,198.6002417
0,213.9724167
0,212.9953583
0,207.0679
0,203.472425
0,194.3793583
0,184.830425
0,178.4731
0,174.6691917
0,169.0023833
0,166.0061
0,167.3479167
0,169.1456
0,174.0177833
0,194.5487917
0,204.28005
0,209.21745
0,211.5102167
0,210.45505
0,218.3104083
0,223.1044833
0,224.3941917
0,219.313575
0,205.8955167
0,201.2707667
0,217.5938917
0,217.7112167
0,211.6535417
0,207.7063083
0,201.2186583
0,190.9532083
0,183.6319333
0,177.52215
0,171.751125
0,169.888225
0,168.83295
0,169.5364667
0,172.5848583
0,193.9103833
0,202.5735833
0,209.82975
0,211.393
0,210.9109167
0,215.9916417
0,219.3916833
0,218.8184917
0,212.6957083
0,200.2156
0,196.5159083
0,212.487275
0,212.474275
0,207.4457667
0,204.410375
0,197.3105333
0,187.318625
0,181.23495
0,175.3074917
0,170.5916333
0,167.8168917
0,165.4459083
0,165.237475
0,166.4099667
0,179.9322417
0,187.7354917
0,192.5034583
0,192.1257
0,193.03765
0,199.1604333
0,205.2311083
0,203.2118833
0,199.5773
0,189.96315
0,190.8099917
0,206.9897917
0,206.5468167
0,201.4402
0,199.6163
0,192.751
0,186.5891083
0,178.13445
0,172.715075
0,164.5730667
0,161.7462167
0,158.5285
0,154.2816167
0,144.9280083
0,148.145725
0,152.65315
0,155.8057583
0,159.1538
0,162.6710583
0,166.1233167
0,169.1326
0,169.0544917
0,168.363975
0,165.0290417
0,170.3442
0,189.0122
0,189.6896083
0,184.7913167
0,181.9644667
0,177.6393667
0,171.29515
0,163.2964667
0,157.447225
0,153.86475
0,150.2561667
0,149.6178667
0,147.9242917
0,140.1470417
0,143.5861917
0,149.7220833
0,153.5389917
0,157.62955
0,159.1798
0,164.6642833
0,166.774725
0,169.275925
0,169.7057917
0,167.7777833
0,171.90745
0,191.9172667
0,191.7739417
0,187.47495
0,185.1951833
0,179.202725
0,172.3243167
0,164.9639333
0,158.3460667
0,154.7765917
0,151.6239833
0,149.4745417
0,147.507425
0,140.1209333
0,145.0583333
0,150.6860333
0,156.4961667
0,158.3330667
0,162.2933
0,167.4911333
0,170.4484167
0,173.0929417
0,175.203275
0,172.9626167
0,175.3857083
0,197.1802083
0,198.04005
0,193.4284083
0,190.7968833
0,184.3093417
0,176.414875
0,168.80695
0,162.9186
0,157.8900917
0,155.8187583
0,155.3627833
0,158.24185
0,163.3354667
0,183.71015
0,192.9464333
0,199.7987333
0,200.2156
0,200.8539
0,208.2403917
0,213.5424417
0,215.1448
0,211.6535417
0,198.4048083
0,196.033825
0,213.1646833
0,213.451225
0,207.8886333
0,203.3682083
0,195.2522
0,189.5723917
0,178.4992083
0,172.363425
0,169.3540333
0,165.862775
0,165.5892333
0,168.4291917
0,170.6307417
0,187.005975
0,199.3167583
0,205.673975
0,204.4494833
0,203.9544
0,211.874975
0,215.6398833
0,217.9847583
0,212.5653833
0,201.8179583
0,198.952
0,214.962475
0,214.1156333
0,207.7714167
0,203.3161
0,196.2553667
0,186.7975417
0,178.6685333
0,173.3924833
0,169.2238167
0,165.875775
0,166.0973167
0,169.3410333
0,171.7250167
0,191.6046167
0,200.4891417
0,207.1070083
0,208.0970667
0,207.1200083
0,215.1056917
0,219.7173333
0,221.9841
0,216.6559417
0,202.36515
0,198.5611333
0,213.5424417
0,212.812925
0,205.947625
0,201.5444167
0,193.3241917
0,183.74915
0,176.5712
0,172.2071
0,166.0452083
0,163.2443583
0,163.81755
0,166.488075
0,169.7319
0,188.556225
0,198.6002417
0,205.348325
0,203.8501833
0,201.4532
0,210.5071583
0,216.1609667
0,217.30735
0,214.0896333
0,201.9872833
0,198.1182667
0,215.0796917
0,213.3340083
0,205.5697583
0,201.8179583
0,194.2100333
0,185.6511583
0,178.603425
0,171.7120167
0,166.9179417
0,164.7163917
0,163.84355
0,165.9539917
0,167.699675
0,186.9147583
0,195.6039583
0,200.7236833
0,200.8409
0,197.8316167
0,203.3552083
0,210.6894833
0,212.2267333
0,208.0579583
0,196.4506917
0,193.8843833
0,209.4649917
0,208.2533917
0,201.12755
0,197.7014
0,191.6046167
0,184.1009083
0,178.603425
0,172.8584
0,167.9081083
0,164.625175
0,163.986875
0,162.3194083
0,157.6686583
0,170.7740667
0,179.6064833
0,184.0096917
0,184.1270167
0,182.0816833
0,187.9048167
0,190.2628
0,191.982375
0,189.0773083
0,183.566825
0,186.3415667
0,203.811075
0,203.9805083
0,198.4309167
0,196.659125
0,189.35085
0,181.3130583
0,174.7734083
0,169.0023833
0,163.8956583
0,159.7269917
0,158.86715
0,155.76665
0,148.6408083
0,154.998025
0,162.2803
0,167.9211083
0,168.7418417
0,169.8361167
0,175.4248167
0,179.6325917
0,182.47255
0,180.1275667
0,175.63325
0,178.7336417
0,200.7106833
0,202.221825
0,198.808675
0,196.6852333
0,188.868875
0,179.9322417
0,171.90745
0,165.9278833
0,161.824325
0,159.2970167
0,159.9093167
0,165.0160417
0,170.213875
0,192.9334333
0,202.9122333
0,210.7807
0,209.712425
0,208.6832583
0,216.8774833
0,222.3488583
0,223.4171333
0,219.2614667
0,203.5766417
0,200.9321167
0,217.2552417
0,217.29435
0,210.5982667
0,206.3644917
0,195.994825
0,186.7715417
0,180.3881083
0,175.2163833
0,169.3540333
0,167.0482667
0,167.6735667
0,170.1617667
0,173.7572417
0,192.282025
0,203.4073167
0,209.399775
0,209.2695583
0,208.2795
0,218.0628667
0,224.1857583
0,226.3352
0,222.0232083
0,207.0549
0,202.4953667
0,220.4469583
0,219.6783333
0,213.3601167
0,209.3476667
0,200.0853833
0,190.119475
0,181.4954917
0,176.5450917
0,172.2722083
0,169.1456
0,169.9533333
0,171.3993667
0,174.2002167
0,195.8253917
0,205.5307583
0,212.474275
0,212.5784917
0,210.5592667
0,219.7694417
0,225.4754667
0,227.5858
0,222.5312917
0,206.9636833
0,202.36515
0,221.1373667
0,219.15725
0,212.6044917
0,209.399775
0,200.6454667
0,190.3409083
0,184.843425
0,178.12145
0,173.640025
0,169.5234667
0,169.888225
0,172.715075
0,174.9688417
0,195.3434167
0,206.7683583
0,213.1516833
0,213.2297917
0,211.0151333
0,219.78255
0,224.4331917
0,224.8370583
0,219.2353583
0,206.3904917
0,201.8309583
0,219.2223583
0,218.3365167
0,210.2205083
0,208.435825
0,200.3068167
0,189.8459333
0,182.51155
0,175.6201417
0,171.90745
0,166.8658333
0,166.800725
0,168.80695
0,169.914225
0,188.9860917
0,199.5120833
0,206.14295
0,206.4687083
0,204.6709167
0,210.49405
0,219.4829
0,221.9581
0,220.6553917
0,206.2081667
0,201.2056583
0,218.1931917
0,218.375625
0,212.34395
0,208.761475
0,203.5505333
0,192.9334333
0,184.6871
0,178.8118583
0,174.1741083
0,171.0737167
0,169.1717083
0,167.2175917
0,162.0067583
0,175.1251667
0,184.0879083
0,191.057425
0,190.9793167
0,188.2956833
0,194.6660083
0,199.733625
0,203.2509917
0,202.3260417
0,195.4867417
0,193.193975
0,212.1355167
0,211.3408917
0,206.0778417
0,204.410375
0,198.1572667
0,189.2206333
0,182.1599
0,176.0240083
0,170.9433917
0,164.5600667
0,163.20525
0,160.860375
0,152.7573667
0,157.8770917
0,165.4459083
0,171.2560417
0,173.8875667
0,175.04695
0,182.48555
0,186.667325
0,186.693325
0,183.8273667
0,179.4892667
0,182.003575
0,201.4662
0,204.4885917
0,202.521475
0,200.4240333
0,191.3049667
0,182.654875
0,175.2944917
0,170.5656333
0,166.7095083
0,163.986875
0,165.1462583
0,168.4160833
0,174.2914333
0,198.1182667
0,210.3898333
0,217.0598083
0,217.4245667
0,213.2949
0,223.0132667
0,230.4387583
0,230.3345417
0,225.566575
0,209.1783417
0,205.1268917
0,221.2415833
0,222.7788333
0,215.6788833
0,210.4289417
0,202.560475
0,192.0735917
0,185.2342917
0,178.629425
0,173.7442417
0,170.826175
0,171.94645
0,173.4577
0,177.2095
0,199.30365
0,209.7255333
0,218.2323
0,217.3854583
0,216.551725
0,227.0647167
0,232.1974417
0,233.8128
0,227.8333417
0,210.6764833
0,206.0257333
0,220.1342
0,220.0430917
0,214.662825
0,212.799925
0,202.0393917
0,190.5363417
0,184.6871
0,179.0332917
0,174.40865
0,171.3342583
0,171.5426917
0,173.952675
0,178.4079917
0,199.759625
0,209.5171
0,216.05675
0,217.9717583
0,216.2911833
0,224.1075417
0,231.2986
0,232.1453333
0,227.26015
0,208.8526917
0,204.87935
0,221.2675833
0,220.1473083
0,214.83215
0,210.8328083
0,202.6125833
0,193.2981917
0,186.1462417
0,178.942075
0,175.489925
0,171.8292333
0,172.715075
0,175.2423833
0,177.066175
0,199.3688667
0,210.4419417
0,216.8904833
0,217.3854583
0,215.7962083
0,226.7390667
0,232.1844417
0,232.7446333
0,228.979725
0,213.2297917
0,208.8395833
0,226.5697417
0,226.3743083
0,220.9419333
0,215.6528833
0,207.4326583
0,198.1312667
0,190.3149083
0,184.99975
0,179.4632667
0,175.7374667
0,175.3987083
0,176.87085
0,178.3428833
0,199.121325
0,209.4909917
0,217.7502167
0,219.4177917
0,217.1901333
0,222.9872667
0,231.142275
0,233.4350417
0,227.3773667
0,211.9791917
0,208.1752833
0,224.954275
0,224.15965
0,218.401625
0,215.301125
0,208.6702583
0,197.7795083
0,190.7968833
0,185.5078333
0,178.590425
0,175.5680333
0,174.9037333
0,172.389425
0,168.4681917
0,183.3452833
0,191.5264
0,198.196375
0,196.2422583
0,194.5747917
0,201.3619833
0,205.7521917
0,208.3967167
0,200.9451167
0,195.0046583
0,196.5028
0,210.2596167
0,208.9699083
0,203.185775
0,199.6424083
0,192.45135
0,183.9966917
0,178.0172333
0,173.627025
0,167.8298917
0,164.6512833
0,163.19225
0,160.3912917
0,153.6302083
0,160.0656417
0,166.6965083
0,172.5848583
0,173.2492667
0,174.252325
0,176.6754167
0,176.9750667
0,175.7243583
0,174.5128667
0,172.4545333
0,177.8739083
0,195.6169583
0,196.6982333
0,193.70195
0,188.4781167
0,181.9383583
0,171.2169333
0,165.6543417
0,160.11775
0,155.77965
0,156.2747333
0,158.6066083
0,162.3715167
0,170.1096583
0,194.8353333
0,205.49165
0,213.55555
0,213.438225
0,210.7155917
0,219.6783333
0,226.804175
0,230.503975
0,225.553575
0,209.6213167
0,205.47865
0,223.1435917
0,222.0883167
0,215.314125
0,211.1454583
0,199.87695
0,191.4612917
0,184.2963417
0,176.88385
0,173.027725
0,169.4973583
0,170.852175
0,174.4868667
0,176.7014167
0,197.245425
0,208.6442583
0,215.44445
0,214.5325
0,211.6795417
0,221.5672333
0,229.904675
0,231.2464917
0,227.129825
0,211.71865
0,207.7193083
0,226.0746583
0,227.0517167
0,221.176475
0,217.2422417
0,206.4556
0,197.3756417
0,188.4129
0,183.0457417
0,176.5580917
0,173.4707
0,175.2684917
0,176.0110083
0,178.2646667
0,199.433975
0,210.1814
0,217.1901333
0,216.3302917
0,213.3340083
0,224.4071917
0,231.7024667
0,232.8879583
0,227.9375583
0,213.9072
0,209.21745
0,227.3383667
0,227.85945
0,222.1925333
0,218.2061917
0,208.7353667
0,196.5680167
0,189.0773083
0,184.3093417
0,179.2938333
0,176.0370083
0,177.1313917
0,176.727525
0,178.4209917
0,200.0983833
0,211.71865
0,217.62
0,218.375625
0,215.7571
0,225.253925
0,230.4648667
0,229.8134583
0,225.39725
0,212.2527333
0,209.0090167
0,222.7006167
0,222.140425
0,216.66905
0,212.5263833
0,204.6709167
0,193.2850833
0,186.6282167
0,181.1437333
0,176.0240083
0,172.676075
0,172.9235083
0,174.9948417
0,177.9130167
0,196.7373417
0,206.3513833
0,213.8160917
0,213.9333083
0,209.5171
0,215.275125
0,221.515125
0,221.2415833
0,214.5456083
0,200.6194667
0,199.4078667
0,211.9661917
0,209.1132333
0,202.9122333
0,199.87695
0,192.0735917
0,183.6970417
0,178.12145
0,172.8192917
0,169.3540333
0,165.7846667
0,165.7715583
0,165.10715
0,162.3063
0,177.9390167
0,185.156075
0,193.6498417
0,193.1287583
0,190.9793167
0,197.9358333
0,199.3948667
0,200.1764917
0,197.2323167
0,191.357075
0,192.295025
0,208.8265833
0,207.7584167
0,202.6646917
0,199.4078667
0,191.6958333
0,183.6970417
0,177.1835
0,171.92045
0,167.9992167
0,164.9639333
0,164.0649833
0,160.287075
0,152.2492833
0,159.8181
0,168.976275
0,175.8937917
0,175.4378167
0,177.8999083
0,182.6027667
0,185.6381583
0,186.3025667
0,183.3843917
0,179.0985083
0,183.72315
0,204.5667
0,206.0778417
0,203.772075
0,199.87695
0,191.82605
0,183.4235
0,175.177275
0,170.0836583
0,165.563125
0,163.5960083
0,166.3708583
0,169.901225
0,176.5450917
0,200.997225
0,211.9921917
0,219.326575
0,218.1410833
0,216.4866167
0,226.2830917
0,231.5851417
0,232.7837417
0,228.2372083
0,212.4090583
0,209.1653417
0,225.0846
0,225.0064917
0,218.8184917
0,213.9333083
0,203.7199667
0,194.457575
0,188.0351417
0,180.5184333
0,176.6884167
0,174.538975
0,175.515925
0,177.7696917
0,180.7268667
0,203.146775
0,213.8029833
0,221.0070417
0,221.4760167
0,218.9357083
0,227.116825
0,231.2594917
0,229.6181333
0,222.140425
0,207.6020917
0,205.2571083
0,219.339575
0,218.1540833
0,211.1714583
0,207.4196583
0,197.584075
0,189.31185
0,182.6809833
0,177.6263667
0,173.1319417
0,171.464475
0,174.851625
0,176.0370083
0,179.1375083
0,200.9321167
0,211.236675
0,218.57095
0,218.5970583
0,216.0046417
0,226.1007667
0,229.6702417
0,231.0771667
0,224.2508667
0,207.9147417
0,204.5667
0,220.6292833
0,219.8476583
0,214.83215
