bus,p_set
1,157.0693583
1,157.2647917
1,156.509275
1,155.3758917
1,169.288925
1,176.7144167
1,182.654875
1,182.5636583
1,178.6946417
1,185.6381583
1,189.806825
1,189.8589333
1,186.4718917
1,181.3391667
1,185.5339417
1,200.2286
1,197.0499917
1,194.6009
1,192.581675
1,185.4948333
1,177.991125
1,172.2201
1,166.800725
1,161.9285417
1,158.3330667
1,157.2777917
1,155.610325
1,149.3442167
1,155.8187583
1,162.110975
1,165.7455583
1,167.699675
1,169.7840083
1,176.0891167
1,177.053175
1,177.8869083
1,175.1511667
1,171.164825
1,177.378825
1,189.4029583
1,185.2081833
1,185.3515083
1,182.4334417
1,174.7864083
1,167.1784833
1,161.5767833
1,156.5873833
1,151.858525
1,151.3504417
1,152.5880417
1,157.2387917
1,165.1592583
1,188.0090333
1,195.0567667
1,201.4402
1,200.2286
1,196.5289083
1,202.0263917
1,205.7651917
1,206.3253833
1,202.1046083
1,191.357075
1,191.057425
1,200.1634917
1,196.6070167
1,192.3992417
1,188.4390083
1,180.1145667
1,172.2201
1,167.9341083
1,162.2541917
1,158.24185
1,156.3008417
1,157.62955
1,160.4044
1,166.2145333
1,186.2894583
1,194.457575
1,199.7987333
1,198.1182667
1,195.082875
1,202.9773417
1,206.0778417
1,206.260275
1,201.8179583
1,190.7968833
1,192.2299167
1,200.7236833
1,196.80245
1,191.9172667
1,187.5921667
1,180.166675
1,172.076775
1,166.175425
1,161.4465667
1,158.0334167
1,157.4081167
1,158.84115
1,161.511675
1,166.97005
1,186.8105417
1,192.907325
1,197.6752917
1,197.40175
1,195.8645
1,202.1436083
1,205.9997333
1,206.4817083
1,201.8439583
1,190.2106917
1,189.2597417
1,201.7397417
1,197.6752917
1,194.0277083
1,190.9011
1,181.2088417
1,173.2492667
1,167.9211083
1,162.4757333
1,159.46645
1,157.0954667
1,159.5575583
1,162.6841667
1,167.7907833
1,188.3217917
1,194.8353333
1,201.3359833
1,201.0363333
1,200.2807083
1,206.8204667
1,210.4289417
1,209.360775
1,204.9444583
1,195.4737417
1,193.0897583
1,204.097725
1,200.3980333
1,196.7243417
1,193.1808667
1,184.8825333
1,176.7144167
1,171.2430417
1,166.162425
1,162.0718667
1,160.2349667
1,160.6909417
1,162.5278417
1,166.6052917
1,186.3155667
1,193.0897583
1,198.209375
1,197.584075
1,195.9817167
1,200.4240333
1,204.2279417
1,204.2279417
1,199.88995
1,191.6176167
1,190.3540167
1,200.5933583
1,197.1412083
1,193.2720833
1,189.95015
1,183.74915
1,176.5842
1,171.4253667
1,164.7293917
1,159.9875333
1,156.9261417
1,156.7307083
1,157.3690083
1,156.35295
1,169.7187917
1,177.1443917
1,182.2641167
1,180.9223
1,178.1735583
1,183.592825
1,183.4365
1,182.3683333
1,180.3751083
1,178.3819917
1,181.417275
1,193.2850833
1,190.093475
1,185.8334833
1,182.355225
1,174.7604083
1,168.2858667
1,162.6450583
1,158.5675
1,154.9329167
1,152.470825
1,151.1550083
1,151.1550083
1,152.00185
1,152.00185
1,159.1406917
1,162.9316
1,164.5470667
1,166.9049417
1,170.4874167
1,172.8454
1,174.2914333
1,172.102775
1,170.0054417
1,175.6201417
1,188.7907667
1,187.631275
1,187.1231917
1,184.7913167
1,176.7926333
1,168.8590583
1,163.9477667
1,159.6096667
1,155.428
1,153.8126417
1,155.6494333
1,160.1828583
1,169.4843583
1,189.4420667
1,199.0431083
1,203.3812083
1,202.234825
1,199.9550583
1,206.4556
1,210.4159417
1,213.451225
1,208.8656917
1,197.857725
1,195.3564167
1,206.0908417
1,202.6646917
1,197.558075
1,194.3793583
1,186.354675
1,177.1182833
1,171.30815
1,167.738675
1,163.700225
1,161.3162417
1,162.9056
1,165.3938
1,171.0997167
1,190.9663167
1,198.0791583
1,203.8762917
1,204.3582667
1,202.1176083
1,209.373775
1,214.21985
1,215.4053417
1,211.09335
1,200.9321167
1,198.04005
1,208.9178
1,205.322325
1,201.909175
1,198.9388917
1,189.2206333
1,180.8180833
1,174.6691917
1,168.950275
1,164.1040917
1,162.8013833
1,162.2541917
1,166.6184
1,170.9303917
1,191.20075
1,198.3005917
1,203.3682083
1,203.9544
1,202.6516917
1,210.1032917
1,215.2360167
1,213.125575
1,208.2795
1,196.5680167
1,195.7342833
1,202.8992333
1,199.7857333
1,195.5127417
1,191.5264
1,185.5208333
1,176.5712
1,171.0085
1,166.813725
1,163.1531417
1,160.0786417
1,161.0297
1,160.8212667
1,159.6878833
1,172.3243167
1,178.5513167
1,185.3124
1,185.4948333
1,184.4526667
1,190.1715833
1,193.1808667
1,192.8292167
1,190.2628
1,184.0358
1,187.1363
1,198.1442667
1,194.3403583
1,190.7708833
1,187.956925
1,179.854025
1,171.3602583
1,167.2567
1,162.749275
1,159.8051
1,156.847925
1,157.3039
1,160.7821583
1,166.2275333
1,185.3255083
1,192.1387
1,196.932775
1,196.5289083
1,192.9594333
1,198.4178083
1,205.022675
1,206.3383833
1,201.5053083
1,190.8229917
1,190.2888
1,204.4364833
1,201.8439583
1,197.1933167
1,193.519625
1,185.6641583
1,177.6003667
1,170.813175
1,165.9278833
1,161.9155417
1,159.1538
1,158.398175
1,158.2939583
1,155.9750833
1,169.601575
1,176.0501167
1,182.6809833
1,181.7951417
1,179.0072917
1,185.2212917
1,188.1914667
1,188.3477917
1,185.6511583
1,181.0004083
1,182.4334417
1,201.010225
1,199.147325
1,194.7051167
1,194.7051167
1,163.7784417
1,163.7784417
1,163.7784417
1,163.7784417
1,159.0625833
1,156.1705167
1,154.5811583
1,151.6370917
1,145.6966333
1,152.2492833
1,158.4242833
1,163.374575
1,164.625175
1,165.2765833
1,171.2039333
1,173.301375
1,174.4737583
1,173.4055917
1,169.9663333
1,175.7243583
1,192.751
1,191.6306167
1,188.1784667
1,185.2734
1,178.5773167
1,171.0085
1,165.4980167
1,160.248075
1,156.35295
1,153.3175583
1,155.8317583
1,158.8150417
1,163.85655
1,183.8012583
1,192.8682167
1,197.9749417
1,198.4178083
1,195.8123917
1,203.3682083
1,206.273275
1,208.1882833
1,204.6839167
1,193.9494917
1,194.3663583
1,207.6020917
1,206.4296
1,200.8670083
1,198.1312667
1,190.1845833
1,181.1697333
1,175.3857083
1,170.852175
1,167.712675
1,163.84355
1,165.8236667
1,168.83295
1,174.3565417
1,194.3663583
1,203.472425
1,208.761475
1,208.8526917
1,205.51765
1,212.7608167
1,217.5678917
1,218.9097083
1,212.5523833
1,200.0071667
1,197.0891
1,213.737875
1,210.1814
1,203.7068583
1,199.29065
1,193.70195
1,185.4166167
1,179.38505
1,173.2882667
1,168.2988667
1,166.6184
1,165.1723667
1,169.262925
1,174.4607583
1,194.5487917
1,202.6386917
1,209.2695583
1,208.748475
1,205.8564083
1,215.0796917
1,219.18325
1,220.0169833
1,214.7409333
1,201.1796583
1,199.3427583
1,213.138575
1,213.0474667
1,207.5889833
1,203.8371833
1,195.8645
1,185.58605
1,179.2938333
1,173.2752667
1,169.0023833
1,165.0420417
1,166.33175
1,167.9081083
1,172.063775
1,191.18775
1,200.9060083
1,204.8272417
1,204.28005
1,202.36515
1,210.4029417
1,213.7899833
1,214.0896333
1,210.8198083
1,197.7014
1,194.444575
1,210.49405
1,208.2273917
1,201.1926583
1,196.7112333
1,188.855875
1,179.515375
1,172.55875
1,167.6735667
1,163.4787917
1,160.860375
1,162.0978667
1,164.2474167
1,167.4911333
1,186.380675
1,193.858275
1,199.6684083
1,201.0363333
1,199.0692167
1,205.5958667
1,212.0964083
1,214.1677417
1,210.7937
1,198.7044583
1,196.5028
1,212.98225
1,211.73165
1,205.3092167
1,203.2639917
1,196.2032583
1,187.0450833
1,178.8509667
1,173.5879167
1,168.4421917
1,166.2145333
1,165.10715
1,163.6221167
1,160.7561583
1,175.64625
1,182.329225
1,189.9892583
1,188.71255
1,186.3155667
1,193.1418667
1,198.209375
1,199.2515417
1,196.4116917
1,191.7739417
1,191.2789667
1,210.4029417
1,210.2205083
1,203.9544
1,201.5704167
1,195.2522
1,186.5891083
1,179.7368083
1,173.2101583
1,167.58235
1,164.312525
1,161.524675
1,158.9322583
1,152.1060667
1,159.5966667
1,164.599175
1,169.43225
1,170.04455
1,174.0698917
1,181.3130583
1,185.2212917
1,186.706325
1,184.4786667
1,179.9322417
1,182.0946833
1,202.40415
1,202.9122333
1,199.87695
1,196.5159083
1,189.0252
1,181.5346
1,174.9297333
1,168.7418417
1,162.9186
1,161.35535
1,162.436625
1,167.126375
1,173.0408333
1,194.7181167
1,203.9284
1,211.7707583
1,212.0574083
1,210.7677
1,218.53195
1,222.8699417
1,223.9252167
1,217.5678917
1,201.5183083
1,198.6002417
1,213.9724167
1,212.9953583
1,207.0679
1,203.472425
1,194.3793583
1,184.830425
1,178.4731
1,174.6691917
1,169.0023833
1,166.0061
1,167.3479167
1,169.1456
1,174.0177833
1,194.5487917
1,204.28005
1,209.21745
1,211.5102167
1,210.45505
1,218.3104083
1,223.1044833
1,224.3941917
1,219.313575
1,205.8955167
1,201.2707667
1,217.5938917
1,217.7112167
1,211.6535417
1,207.7063083
1,201.2186583
1,190.9532083
1,183.6319333
1,177.52215
1,171.751125
1,169.888225
1,168.83295
1,169.5364667
1,172.5848583
1,193.9103833
1,202.5735833
1,209.82975
1,211.393
1,210.9109167
1,215.9916417
1,219.3916833
1,218.8184917
1,212.6957083
1,200.2156
1,196.5159083
1,212.487275
1,212.474275
1,207.4457667
1,204.410375
1,197.3105333
1,187.318625
1,181.23495
1,175.3074917
1,170.5916333
1,167.8168917
1,165.4459083
1,165.237475
1,166.4099667
1,179.9322417
1,187.7354917
1,192.5034583
1,192.1257
1,193.03765
1,199.1604333
1,205.2311083
1,203.2118833
1,199.5773
1,189.96315
1,190.8099917
1,206.9897917
1,206.5468167
1,201.4402
1,199.6163
1,192.751
1,186.5891083
1,178.13445
1,172.715075
1,164.5730667
1,161.7462167
1,158.5285
1,154.2816167
1,144.9280083
1,148.145725
1,152.65315
1,155.8057583
1,159.1538
1,162.6710583
1,166.1233167
1,169.1326
1,169.0544917
1,168.363975
1,165.0290417
1,170.3442
1,189.0122
1,189.6896083
1,184.7913167
1,181.9644667
1,177.6393667
1,171.29515
1,163.2964667
1,157.447225
1,153.86475
1,150.2561667
1,149.6178667
1,147.9242917
1,140.1470417
1,143.5861917
1,149.7220833
1,153.5389917
1,157.62955
1,159.1798
1,164.6642833
1,166.774725
1,169.275925
1,169.7057917
1,167.7777833
1,171.90745
1,191.9172667
1,191.7739417
1,187.47495
1,185.1951833
1,179.202725
1,172.3243167
1,164.9639333
1,158.3460667
1,154.7765917
1,151.6239833
1,149.4745417
1,147.507425
1,140.1209333
1,145.0583333
1,150.6860333
1,156.4961667
1,158.3330667
1,162.2933
1,167.4911333
1,170.4484167
1,173.0929417
1,175.203275
1,172.9626167
1,175.3857083
1,197.1802083
1,198.04005
1,193.4284083
1,190.7968833
1,184.3093417
1,176.414875
1,168.80695
1,162.9186
1,157.8900917
1,155.8187583
1,155.3627833
1,158.24185
1,163.3354667
1,183.71015
1,192.9464333
1,199.7987333
1,200.2156
1,200.8539
1,208.2403917
1,213.5424417
1,215.1448
1,211.6535417
1,198.4048083
1,196.033825
1,213.1646833
1,213.451225
1,207.8886333
1,203.3682083
1,195.2522
1,189.5723917
1,178.4992083
1,172.363425
1,169.3540333
1,165.862775
1,165.5892333
1,168.4291917
1,170.6307417
1,187.005975
1,199.3167583
1,205.673975
1,204.4494833
1,203.9544
1,211.874975
1,215.6398833
1,217.9847583
1,212.5653833
1,201.8179583
1,198.952
1,214.962475
1,214.1156333
1,207.7714167
1,203.3161
1,196.2553667
1,186.7975417
1,178.6685333
1,173.3924833
1,169.2238167
1,165.875775
1,166.0973167
1,169.3410333
1,171.7250167
1,191.6046167
1,200.4891417
1,207.1070083
1,208.0970667
1,207.1200083
1,215.1056917
1,219.7173333
1,221.9841
1,216.6559417
1,202.36515
1,198.5611333
1,213.5424417
1,212.812925
1,205.947625
1,201.5444167
1,193.3241917
1,183.74915
1,176.5712
1,172.2071
1,166.0452083
1,163.2443583
1,163.81755
1,166.488075
1,169.7319
1,188.556225
1,198.6002417
1,205.348325
1,203.8501833
1,201.4532
1,210.5071583
1,216.1609667
1,217.30735
1,214.0896333
1,201.9872833
1,198.1182667
1,215.0796917
1,213.3340083
1,205.5697583
1,201.8179583
1,194.2100333
1,185.6511583
1,178.603425
1,171.7120167
1,166.9179417
1,164.7163917
1,163.84355
1,165.9539917
1,167.699675
1,186.9147583
1,195.6039583
1,200.7236833
1,200.8409
1,197.8316167
1,203.3552083
1,210.6894833
1,212.2267333
1,208.0579583
1,196.4506917
1,193.8843833
1,209.4649917
1,208.2533917
1,201.12755
1,197.7014
1,191.6046167
1,184.1009083
1,178.603425
1,172.8584
1,167.9081083
1,164.625175
1,163.986875
1,162.3194083
1,157.6686583
1,170.7740667
1,179.6064833
1,184.0096917
1,184.1270167
1,182.0816833
1,187.9048167
1,190.2628
1,191.982375
1,189.0773083
1,183.566825
1,186.3415667
1,203.811075
1,203.9805083
1,198.4309167
1,196.659125
1,189.35085
1,181.3130583
1,174.7734083
1,169.0023833
1,163.8956583
1,159.7269917
1,158.86715
1,155.76665
1,148.6408083
1,154.998025
1,162.2803
1,167.9211083
1,168.7418417
1,169.8361167
1,175.4248167
1,179.6325917
1,182.47255
1,180.1275667
1,175.63325
1,178.7336417
1,200.7106833
1,202.221825
1,198.808675
1,196.6852333
1,188.868875
1,179.9322417
1,171.90745
1,165.9278833
1,161.824325
1,159.2970167
1,159.9093167
1,165.0160417
1,170.213875
1,192.9334333
1,202.9122333
1,210.7807
1,209.712425
1,208.6832583
1,216.8774833
1,222.3488583
1,223.4171333
1,219.2614667
1,203.5766417
1,200.9321167
1,217.2552417
1,217.29435
1,210.5982667
1,206.3644917
1,195.994825
1,186.7715417
1,180.3881083
1,175.2163833
1,169.3540333
1,167.0482667
1,167.6735667
1,170.1617667
1,173.7572417
1,192.282025
1,203.4073167
1,209.399775
1,209.2695583
1,208.2795
1,218.0628667
1,224.1857583
1,226.3352
1,222.0232083
1,207.0549
1,202.4953667
1,220.4469583
1,219.6783333
1,213.3601167
1,209.3476667
1,200.0853833
1,190.119475
1,181.4954917
1,176.5450917
1,172.2722083
1,169.1456
1,169.9533333
1,171.3993667
1,174.2002167
1,195.8253917
1,205.5307583
1,212.474275
1,212.5784917
1,210.5592667
1,219.7694417
1,225.4754667
1,227.5858
1,222.5312917
1,206.9636833
1,202.36515
1,221.1373667
1,219.15725
1,212.6044917
1,209.399775
1,200.6454667
1,190.3409083
1,184.843425
1,178.12145
1,173.640025
1,169.5234667
1,169.888225
1,172.715075
1,174.9688417
1,195.3434167
1,206.7683583
1,213.1516833
1,213.2297917
1,211.0151333
1,219.78255
1,224.4331917
1,224.8370583
1,219.2353583
1,206.3904917
1,201.8309583
1,219.2223583
1,218.3365167
1,210.2205083
1,208.435825
1,200.3068167
1,189.8459333
1,182.51155
1,175.6201417
1,171.90745
1,166.8658333
1,166.800725
1,168.80695
1,169.914225
1,188.9860917
1,199.5120833
1,206.14295
1,206.4687083
1,204.6709167
1,210.49405
1,219.4829
1,221.9581
1,220.6553917
1,206.2081667
1,201.2056583
1,218.1931917
1,218.375625
1,212.34395
1,208.761475
1,203.5505333
1,192.9334333
1,184.6871
1,178.8118583
1,174.1741083
1,171.0737167
1,169.1717083
1,167.2175917
1,162.0067583
1,175.1251667
1,184.0879083
1,191.057425
1,190.9793167
1,188.2956833
1,194.6660083
1,199.733625
1,203.2509917
1,202.3260417
1,195.4867417
1,193.193975
1,212.1355167
1,211.3408917
1,206.0778417
1,204.410375
1,198.1572667
1,189.2206333
1,182.1599
1,176.0240083
1,170.9433917
1,164.5600667
1,163.20525
1,160.860375
1,152.7573667
1,157.8770917
1,165.4459083
1,171.2560417
1,173.8875667
1,175.04695
1,182.48555
1,186.667325
1,186.693325
1,183.8273667
1,179.4892667
1,182.003575
1,201.4662
1,204.4885917
1,202.521475
1,200.4240333
1,191.3049667
1,182.654875
1,175.2944917
1,170.5656333
1,166.7095083
1,163.986875
1,165.1462583
1,168.4160833
1,174.2914333
1,198.1182667
1,210.3898333
1,217.0598083
1,217.4245667
1,213.2949
1,223.0132667
1,230.4387583
1,230.3345417
1,225.566575
1,209.1783417
1,205.1268917
1,221.2415833
1,222.7788333
1,215.6788833
1,210.4289417
1,202.560475
1,192.0735917
1,185.2342917
1,178.629425
1,173.7442417
1,170.826175
1,171.94645
1,173.4577
1,177.2095
1,199.30365
1,209.7255333
1,218.2323
1,217.3854583
1,216.551725
1,227.0647167
1,232.1974417
1,233.8128
1,227.8333417
1,210.6764833
1,206.0257333
1,220.1342
1,220.0430917
1,214.662825
1,212.799925
1,202.0393917
1,190.5363417
1,184.6871
1,179.0332917
1,174.40865
1,171.3342583
1,171.5426917
1,173.952675
1,178.4079917
1,199.759625
1,209.5171
1,216.05675
1,217.9717583
1,216.2911833
1,224.1075417
1,231.2986
1,232.1453333
1,227.26015
1,208.8526917
1,204.87935
1,221.2675833
1,220.1473083
1,214.83215
1,210.8328083
1,202.6125833
1,193.2981917
1,186.1462417
1,178.942075
1,175.489925
1,171.8292333
1,172.715075
1,175.2423833
1,177.066175
1,199.3688667
1,210.4419417
1,216.8904833
1,217.3854583
1,215.7962083
1,226.7390667
1,232.1844417
1,232.7446333
1,228.979725
1,213.2297917
1,208.8395833
1,226.5697417
1,226.3743083
1,220.9419333
1,215.6528833
1,207.4326583
1,198.1312667
1,190.3149083
1,184.99975
1,179.4632667
1,175.7374667
1,175.3987083
1,176.87085
1,178.3428833
1,199.121325
1,209.4909917
1,217.7502167
1,219.4177917
1,217.1901333
1,222.9872667
1,231.142275
1,233.4350417
1,227.3773667
1,211.9791917
1,208.1752833
1,224.954275
1,224.15965
1,218.401625
1,215.301125
1,208.6702583
1,197.7795083
1,190.7968833
1,185.5078333
1,178.590425
1,175.5680333
1,174.9037333
1,172.389425
1,168.4681917
1,183.3452833
1,191.5264
1,198.196375
1,196.2422583
1,194.5747917
1,201.3619833
1,205.7521917
1,208.3967167
1,200.9451167
1,195.0046583
1,196.5028
1,210.2596167
1,208.9699083
1,203.185775
1,199.6424083
1,192.45135
1,183.9966917
1,178.0172333
1,173.627025
1,167.8298917
1,164.6512833
1,163.19225
1,160.3912917
1,153.6302083
1,160.0656417
1,166.6965083
1,172.5848583
1,173.2492667
1,174.252325
1,176.6754167
1,176.9750667
1,175.7243583
1,174.5128667
1,172.4545333
1,177.8739083
1,195.6169583
1,196.6982333
1,193.70195
1,188.4781167
1,181.9383583
1,171.2169333
1,165.6543417
1,160.11775
1,155.77965
1,156.2747333
1,158.6066083
1,162.3715167
1,170.1096583
1,194.8353333
1,205.49165
1,213.55555
1,213.438225
1,210.7155917
1,219.6783333
1,226.804175
1,230.503975
1,225.553575
1,209.6213167
1,205.47865
1,223.1435917
1,222.0883167
1,215.314125
1,211.1454583
1,199.87695
1,191.4612917
1,184.2963417
1,176.88385
1,173.027725
1,169.4973583
1,170.852175
1,174.4868667
1,176.7014167
1,197.245425
1,208.6442583
1,215.44445
1,214.5325
1,211.6795417
1,221.5672333
1,229.904675
1,231.2464917
1,227.129825
1,211.71865
1,207.7193083
1,226.0746583
1,227.0517167
1,221.176475
1,217.2422417
1,206.4556
1,197.3756417
1,188.4129
1,183.0457417
1,176.5580917
1,173.4707
1,175.2684917
1,176.0110083
1,178.2646667
1,199.433975
1,210.1814
1,217.1901333
1,216.3302917
1,213.3340083
1,224.4071917
1,231.7024667
1,232.8879583
1,227.9375583
1,213.9072
1,209.21745
1,227.3383667
1,227.85945
1,222.1925333
1,218.2061917
1,208.7353667
1,196.5680167
1,189.0773083
1,184.3093417
1,179.2938333
1,176.0370083
1,177.1313917
1,176.727525
1,178.4209917
1,200.0983833
1,211.71865
1,217.62
1,218.375625
1,215.7571
1,225.253925
1,230.4648667
1,229.8134583
1,225.39725
1,212.2527333
1,209.0090167
1,222.7006167
1,222.140425
1,216.66905
1,212.5263833
1,204.6709167
1,193.2850833
1,186.6282167
1,181.1437333
1,176.0240083
1,172.676075
1,172.9235083
1,174.9948417
1,177.9130167
1,196.7373417
1,206.3513833
1,213.8160917
1,213.9333083
1,209.5171
1,215.275125
1,221.515125
1,221.2415833
1,214.5456083
1,200.6194667
1,199.4078667
1,211.9661917
1,209.1132333
1,202.9122333
1,199.87695
1,192.0735917
1,183.6970417
1,178.12145
1,172.8192917
1,169.3540333
1,165.7846667
1,165.7715583
1,165.10715
1,162.3063
1,177.9390167
1,185.156075
1,193.6498417
1,193.1287583
1,190.9793167
1,197.9358333
1,199.3948667
1,200.1764917
1,197.2323167
1,191.357075
1,192.295025
1,208.8265833
1,207.7584167
1,202.6646917
1,199.4078667
1,191.6958333
1,183.6970417
1,177.1835
1,171.92045
1,167.9992167
1,164.9639333
1,164.0649833
1,160.287075
1,152.2492833
1,159.8181
1,168.976275
1,175.8937917
1,175.4378167
1,177.8999083
1,182.6027667
1,185.6381583
1,186.3025667
1,183.3843917
1,179.0985083
1,183.72315
1,204.5667
1,206.0778417
1,203.772075
1,199.87695
1,191.82605
1,183.4235
1,175.177275
1,170.0836583
1,165.563125
1,163.5960083
1,166.3708583
1,169.901225
1,176.5450917
1,200.997225
1,211.9921917
1,219.326575
1,218.1410833
1,216.4866167
1,226.2830917
1,231.5851417
1,232.7837417
1,228.2372083
1,212.4090583
1,209.1653417
1,225.0846
1,225.0064917
1,218.8184917
1,213.9333083
1,203.7199667
1,194.457575
1,188.0351417
1,180.5184333
1,176.6884167
1,174.538975
1,175.515925
1,177.7696917
1,180.7268667
1,203.146775
1,213.8029833
1,221.0070417
1,221.4760167
1,218.9357083
1,227.116825
1,231.2594917
1,229.6181333
1,222.140425
1,207.6020917
1,205.2571083
1,219.339575
1,218.1540833
1,211.1714583
1,207.4196583
1,197.584075
1,189.31185
1,182.6809833
1,177.6263667
1,173.1319417
1,171.464475
1,174.851625
1,176.0370083
1,179.1375083
1,200.9321167
1,211.236675
1,218.57095
1,218.5970583
1,216.0046417
1,226.1007667
1,229.6702417
1,231.0771667
1,224.2508667
1,207.9147417
1,204.5667
1,220.6292833
1,219.8476583
1,214.83215
1,208.6572583
