type,node0,lon0,lat0,id,bus0,location0,p_nom,carrier,type1,node1,lon1,lat1,bus1,location1,loc_connection
generator,PLTD_Malinau_Kaltimex,116.611,3.541,,,Kalimantan Utara,2,Oil,substation,GI_Malinau,116.6286,3.5114,60,Kalimantan Utara,Kalimantan Utara
generator,PLTD_Senyiur,116.623,0.312,,,Kalimantan Timur,0.48,Oil,substation,GI_Kotabangun,116.5953,-0.2716,53,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Senyiur_Pemkab,116.623,0.312,,,Kalimantan Timur,0.4,Oil,substation,GI_Kotabangun,116.5953,-0.2716,53,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Muara_Siran,116.636,-0.128,,,Kalimantan Timur,0.18,Oil,substation,GI_Kotabangun,116.5953,-0.2716,53,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Petung,116.67,-1.342,,,Kalimantan Timur,5.812,Oil,substation,GI_Kotabangun,116.5953,-0.2716,53,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Muara_Bengkal,116.674,0.437,,,Kalimantan Timur,4.548,Oil,substation,GI_Sangatta,117.5693,0.4701,59,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Jenebora/Gresik,116.735,-1.186,,,Kalimantan Timur,0.76,Oil,substation,GI_Petung,116.6719,-1.3408,43,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Long_Peso,116.781,2.691,,,Kalimantan Utara,0.443,Oil,substation,GI_Malinau,116.6286,3.5114,60,Kalimantan Utara,Kalimantan Utara
generator,PLTU_Teluk_Balikpapan_#01,116.789,-1.17,,,Kalimantan Timur,110,Coal,substation,GI_Petung,116.6719,-1.3408,43,Kalimantan Timur,Kalimantan Timur
generator,PLTU_Teluk_Balikpapan_#02,116.789,-1.17,,,Kalimantan Timur,110,Coal,substation,GI_Petung,116.6719,-1.3408,43,Kalimantan Timur,Kalimantan Timur
generator,PLTU_Kariangau_(PT._Kariangau_Power)_#01,116.801,-1.199,,,Kalimantan Timur,15,Coal,substation,GI_Kariangau,116.792,-1.1657,44,Kalimantan Timur,Kalimantan Timur
generator,PLTU_Kariangau_(PT._Kariangau_Power)_#02,116.801,-1.199,,,Kalimantan Timur,15,Coal,substation,GI_Kariangau,116.792,-1.1657,44,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Sedulang,116.811,-0.125,,,Kalimantan Timur,0.44,Oil,substation,GI_Kariangau,116.792,-1.1657,44,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Long_Segar,116.821,0.798,,,Kalimantan Timur,0.44,Oil,substation,GI_Kariangau,116.792,-1.1657,44,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Batu_Ampar,116.831,0.679,,,Kalimantan Timur,0.4,Oil,substation,GI_Industri,116.8411,-1.262,47,Kalimantan Timur,Kalimantan Timur
generator,PLTU_PT._Kalimantan_Powerindo,116.837,-0.32,,,Kalimantan Timur,15,Coal,substation,GI_Kariangau,116.792,-1.1657,44,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Gunung_Malang,116.841,-1.263,,,Kalimantan Timur,20.08,Oil,substation,GI_Industri,116.8411,-1.262,47,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Muara_Wahau,116.843,1.045,,,Kalimantan Timur,6.894,Oil,substation,GI_Industri,116.8411,-1.262,47,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Muara_Wahau_Altrak,116.843,1.045,,,Kalimantan Timur,3,Oil,substation,GI_Industri,116.8411,-1.262,47,Kalimantan Timur,Kalimantan Timur
generator,PLTD_CDE_Karang_Joang_(MFO),116.878,-1.149,,,Kalimantan Timur,30,Oil,substation,GI_Karangjoang,116.8777,-1.1488,45,Kalimantan Timur,Kalimantan Timur
generator,PLTD_KTT_Pemkab,116.933,3.608,,,Kalimantan Utara,3.68,Oil,substation,GI_Tideng_Pale,116.8411,3.5748,61,Kalimantan Utara,Kalimantan Utara
generator,PLTD_KTT,116.933,3.608,,,Kalimantan Utara,3.81,Oil,substation,GI_Tideng_Pale,116.8411,3.5748,61,Kalimantan Utara,Kalimantan Utara
generator,PLTD_Batakan_Unit,116.951,-1.238,,,Kalimantan Timur,12.16,Oil,substation,GI_Manggar_Sari,116.9488,-1.2383,46,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Cogindo_(MFO),116.951,-1.238,,,Kalimantan Timur,40,Oil,substation,GI_Manggar_Sari,116.9488,-1.2383,46,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Tulin_Onsoi,116.992,4.18,,,Kalimantan Utara,1,Oil,substation,GI_Tideng_Pale,116.8411,3.5748,61,Kalimantan Utara,Kalimantan Utara
generator,PLTS_Tulin_Onsoi_ESDM,116.992,4.18,,,Kalimantan Utara,0.1,Solar,substation,GI_Tideng_Pale,116.8411,3.5748,61,Kalimantan Utara,Kalimantan Utara
generator,PLTD_Sebuku,117.023,4.063,,,Kalimantan Utara,0.695,Oil,substation,GI_Tideng_Pale,116.8411,3.5748,61,Kalimantan Utara,Kalimantan Utara
generator,PLTS_Sebuku_ESDM,117.023,4.063,,,Kalimantan Utara,0.1,Solar,substation,GI_Tideng_Pale,116.8411,3.5748,61,Kalimantan Utara,Kalimantan Utara
generator,PLTU_Rimba_Raya,117.035,-0.547,,,Kalimantan Timur,7.5,Coal,substation,GI_Bukit_Biru,116.978,-0.456,52,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Atap,117.049,3.855,,,Kalimantan Utara,0.3,Oil,substation,GI_Tideng_Pale,116.8411,3.5748,61,Kalimantan Utara,Kalimantan Utara
generator,PLTGU_Tanjung_Batu_#01,117.051,-0.382,,,Kalimantan Timur,20,Oil,substation,GI_Bukit_Biru,116.978,-0.456,52,Kalimantan Timur,Kalimantan Timur
generator,PLTGU_Tanjung_Batu_#02,117.051,-0.381,,,Kalimantan Timur,20,Oil,substation,GI_Bukit_Biru,116.978,-0.456,52,Kalimantan Timur,Kalimantan Timur
generator,PLTGU_Tanjung_Batu_#03,117.051,-0.381,,,Kalimantan Timur,20,Oil,substation,GI_Bukit_Biru,116.978,-0.456,52,Kalimantan Timur,Kalimantan Timur
generator,PLTG_Peaking_#01,117.052,-0.384,,,Kalimantan Timur,70,Oil,substation,GI_Embalut,117.0518,-0.3816,51,Kalimantan Timur,Kalimantan Timur
generator,PLTG_Peaking_#02,117.052,-0.384,,,Kalimantan Timur,70,Oil,substation,GI_Embalut,117.0518,-0.3816,51,Kalimantan Timur,Kalimantan Timur
generator,PLTU_Embalut_(PT._Cahaya_Fajar_Kaltim)_#01,117.062,-0.373,,,Kalimantan Timur,25,Coal,substation,GI_Embalut,117.0518,-0.3816,51,Kalimantan Timur,Kalimantan Timur
generator,PLTU_Embalut_(PT._Cahaya_Fajar_Kaltim)_#02,117.062,-0.373,,,Kalimantan Timur,25,Coal,substation,GI_Embalut,117.0518,-0.3816,51,Kalimantan Timur,Kalimantan Timur
generator,PLTU_Embalut_Ekspansi_(PT._Cahaya_Fajar_Kaltim),117.063,-0.373,,,Kalimantan Timur,50,Coal,substation,GI_Embalut,117.0518,-0.3816,51,Kalimantan Timur,Kalimantan Timur
generator,PLTU_Kaltim_4_(Ekspansi-2_Embalut)_#01,117.066,-0.364,,,Kalimantan Timur,115,Coal,substation,GI_Embalut,117.0518,-0.3816,51,Kalimantan Timur,Kalimantan Timur
generator,PLTU_Kaltim_4_(Ekspansi-2_Embalut)_#02,117.066,-0.364,,,Kalimantan Timur,115,Coal,substation,GI_Embalut,117.0518,-0.3816,51,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Sekatak_Pemkab,117.07,3.307,,,Kalimantan Utara,0.426,Oil,substation,GI_Tideng_Pale,116.8411,3.5748,61,Kalimantan Utara,Kalimantan Utara
generator,PLTD_Sekatak,117.07,3.307,,,Kalimantan Utara,0.6,Oil,substation,GI_Tideng_Pale,116.8411,3.5748,61,Kalimantan Utara,Kalimantan Utara
generator,PLTU_Senoni_#01,117.093,-0.543,,,Kalimantan Timur,7.5,Coal,substation,GI_Harapan_Baru,117.1063,-0.547,49,Kalimantan Timur,Kalimantan Timur
generator,PLTU_Senoni_#02,117.093,-0.544,,,Kalimantan Timur,7.5,Coal,substation,GI_Harapan_Baru,117.1063,-0.547,49,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Karang_Asam,117.114,-0.502,,,Kalimantan Timur,40,Oil,substation,GI_Tengkawang,117.1136,-0.5024,50,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Gunung_Sari,117.116,2.185,,,Kalimantan Timur,0.57,Oil,substation,GI_Muara_Wahau,116.9215,1.0533,62,Kalimantan Timur,Kalimantan Timur
generator,PLTBm_Gunung_Sari_HHM,117.117,2.185,,,Kalimantan Timur,0.2,Biomass,substation,GI_Muara_Wahau,116.9215,1.0533,62,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Kledang,117.122,-0.523,,,Kalimantan Timur,40.03,Oil,substation,GI_Tengkawang,117.1136,-0.5024,50,Kalimantan Timur,Kalimantan Timur
generator,PLTG_Senipah_#01,117.135,-0.988,,,Kalimantan Timur,46,Gas,substation,GI_Senipah,117.135,-0.9869,48,Kalimantan Timur,Kalimantan Timur
generator,PLTG_Senipah_#02,117.136,-0.987,,,Kalimantan Timur,46,Gas,substation,GI_Senipah,117.135,-0.9869,48,Kalimantan Timur,Kalimantan Timur
generator,PLTGU_Senipah_(ST),117.136,-0.987,,,Kalimantan Timur,29.55,Gas,substation,GI_Senipah,117.135,-0.9869,48,Kalimantan Timur,Kalimantan Timur
generator,PLTU_Mangkujenang,117.156,-0.539,,,Kalimantan Timur,4,Coal,substation,GI_Bukuan,117.193,-0.5832,54,Kalimantan Timur,Kalimantan Timur
generator,PLTU_MT_Kaltim_(Muara_Jawa)_#01,117.189,-0.78,,,Kalimantan Timur,33,Coal,substation,GI_Muara_Jawa,117.1886,-0.7806,55,Kalimantan Timur,Kalimantan Timur
generator,PLTU_MT_Kaltim_(Muara_Jawa)_#02,117.189,-0.78,,,Kalimantan Timur,33,Coal,substation,GI_Muara_Jawa,117.1886,-0.7806,55,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Merasa,117.251,1.806,,,Kalimantan Timur,0.28,Oil,substation,GI_Sambutan,117.2139,-0.5242,56,Kalimantan Timur,Kalimantan Timur
generator,PLTG_Sambera_#01,117.291,-0.317,,,Kalimantan Timur,20,Oil,substation,GI_Muara_Badak,117.2925,-0.316,57,Kalimantan Timur,Kalimantan Timur
generator,PLTG_Sambera_#02,117.292,-0.317,,,Kalimantan Timur,20,Oil,substation,GI_Muara_Badak,117.2925,-0.316,57,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Seimenggaris,117.341,4.188,,,Kalimantan Utara,0.6,Oil,substation,GI_Tideng_Pale,116.8411,3.5748,61,Kalimantan Utara,Kalimantan Utara
generator,PLTS_Seimenggaris_ESDM,117.341,4.188,,,Kalimantan Utara,0.1,Solar,substation,GI_Tideng_Pale,116.8411,3.5748,61,Kalimantan Utara,Kalimantan Utara
generator,PLTMG_Tanjung_Selor_Unit_2,117.367,2.814,,,Kalimantan Utara,8.912,Gas,substation,GI_Bulungan,117.3678,2.8101,63,Kalimantan Utara,Kalimantan Utara
generator,PLTMG_Tanjung_Selor_Unit_1,117.367,2.814,,,Kalimantan Utara,8.912,Gas,substation,GI_Bulungan,117.3678,2.8101,63,Kalimantan Utara,Kalimantan Utara
generator,PLTD_Selor,117.386,2.832,,,Kalimantan Utara,19.384,Oil,substation,GI_Bulungan,117.3678,2.8101,63,Kalimantan Utara,Kalimantan Utara
generator,PLTD_Selor_Sewatama,117.386,2.832,,,Kalimantan Utara,2,Oil,substation,GI_Bulungan,117.3678,2.8101,63,Kalimantan Utara,Kalimantan Utara
generator,PLTD_Selor_Makro,117.386,2.832,,,Kalimantan Utara,7.3,Oil,substation,GI_Bulungan,117.3678,2.8101,63,Kalimantan Utara,Kalimantan Utara
generator,PLTU_Tanjung_Redep_/_Berau_#02,117.393,2.156,,,Kalimantan Timur,9.13,Coal,substation,GI_Teluk_Pandan,117.435,0.1614,58,Kalimantan Timur,Kalimantan Timur
generator,PLTU_Tanjung_Redep_/_Berau_#01,117.393,2.156,,,Kalimantan Timur,9.5,Coal,substation,GI_Teluk_Pandan,117.435,0.1614,58,Kalimantan Timur,Kalimantan Timur
generator,PLTMG_Belimbing,117.451,0.166,,,Kalimantan Timur,8,Gas,substation,GI_Teluk_Pandan,117.435,0.1614,58,Kalimantan Timur,Kalimantan Timur
generator,PLTMG_Bontang_Wartsila_#01,117.454,0.137,,,Kalimantan Timur,6.97,Gas,substation,GI_Teluk_Pandan,117.435,0.1614,58,Kalimantan Timur,Kalimantan Timur
generator,PLTMG_MPP_Kaltim_#03,117.454,0.138,,,Kalimantan Timur,9.78,Gas,substation,GI_Teluk_Pandan,117.435,0.1614,58,Kalimantan Timur,Kalimantan Timur
generator,PLTMG_MPP_Kaltim_#04,117.454,0.138,,,Kalimantan Timur,9.78,Gas,substation,GI_Teluk_Pandan,117.435,0.1614,58,Kalimantan Timur,Kalimantan Timur
generator,PLTMG_MPP_Kaltim_#01,117.454,0.138,,,Kalimantan Timur,9.78,Gas,substation,GI_Teluk_Pandan,117.435,0.1614,58,Kalimantan Timur,Kalimantan Timur
generator,PLTMG_MPP_Kaltim_#02,117.454,0.138,,,Kalimantan Timur,9.78,Gas,substation,GI_Teluk_Pandan,117.435,0.1614,58,Kalimantan Timur,Kalimantan Timur
generator,PLTMG_Bontang_Wartsila_#02,117.454,0.137,,,Kalimantan Timur,6.97,Gas,substation,GI_Teluk_Pandan,117.435,0.1614,58,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Bontang,117.459,0.145,,,Kalimantan Timur,27.59,Oil,substation,GI_Teluk_Pandan,117.435,0.1614,58,Kalimantan Timur,Kalimantan Timur
generator,PLTU_Kaltim_(FTP2)_Unit_1,117.492,0.054,,,Kalimantan Timur,100,Coal,substation,GI_Teluk_Pandan,117.435,0.1614,58,Kalimantan Timur,Kalimantan Timur
generator,PLTU_Kaltim_(FTP2)_Unit_2,117.492,0.055,,,Kalimantan Timur,125,Coal,substation,GI_Teluk_Pandan,117.435,0.1614,58,Kalimantan Timur,Kalimantan Timur
generator,PLTU_PT._Kaltim_Daya_Mandiri,117.497,0.175,,,Kalimantan Timur,34,Coal,substation,GI_Teluk_Pandan,117.435,0.1614,58,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Sambaliung,117.511,2.158,,,Kalimantan Timur,15.918,Oil,substation,GI_Sangatta,117.5693,0.4701,59,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Samabliung_Kaltimex,117.511,2.158,,,Kalimantan Timur,3,Oil,substation,GI_Sangatta,117.5693,0.4701,59,Kalimantan Timur,Kalimantan Timur
generator,PLTU_PT._Sumber_Alam_Sekurau_(SAS),117.521,2.794,,,Kalimantan Utara,7.5,Coal,substation,GI_Bulungan,117.3678,2.8101,63,Kalimantan Utara,Kalimantan Utara
generator,PLTD_Tanah_Merah,117.54,3.764,,,Kalimantan Utara,0.43,Oil,substation,GI_Tideng_Pale,116.8411,3.5748,61,Kalimantan Utara,Kalimantan Utara
generator,PLTD_Sepaso,117.561,0.756,,,Kalimantan Timur,4.49,Oil,substation,GI_Teluk_Pandan,117.435,0.1614,58,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Sepaso_Pemkab,117.561,0.756,,,Kalimantan Timur,0.92,Oil,substation,GI_Teluk_Pandan,117.435,0.1614,58,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Muara_Pantuan,117.569,-0.58,,,Kalimantan Timur,0.36,Oil,substation,GI_Sambutan,117.2139,-0.5242,56,Kalimantan Timur,Kalimantan Timur
generator,PLTS_Kayan_Hulu_ESDM,117.595,3.304,,,Kalimantan Utara,0.1,Solar,substation,GI_Malinau,116.6286,3.5114,60,Kalimantan Utara,Kalimantan Utara
generator,PLTD_Tarakan,117.595,3.304,,,Kalimantan Utara,15.264,Oil,substation,GI_Malinau,116.6286,3.5114,60,Kalimantan Utara,Kalimantan Utara
generator,PLTD_Sewa_Tarakan,117.595,3.303,,,Kalimantan Utara,17,Oil,substation,GI_Malinau,116.6286,3.5114,60,Kalimantan Utara,Kalimantan Utara
generator,PLTMG_Gunung_Belah_#01,117.596,3.304,,,Kalimantan Utara,6,Gas,substation,GI_Malinau,116.6286,3.5114,60,Kalimantan Utara,Kalimantan Utara
generator,PLTMG_Gunung_Belah_#02,117.596,3.304,,,Kalimantan Utara,6,Gas,substation,GI_Malinau,116.6286,3.5114,60,Kalimantan Utara,Kalimantan Utara
generator,PLTG_PLN_Tarakan_#01,117.596,3.303,,,Kalimantan Utara,15.7,Gas,substation,GI_Malinau,116.6286,3.5114,60,Kalimantan Utara,Kalimantan Utara
generator,PLTMG_PLN_Tarakan,117.596,3.303,,,Kalimantan Utara,30,Gas,substation,GI_Malinau,116.6286,3.5114,60,Kalimantan Utara,Kalimantan Utara
generator,PLTG_PLN_Tarakan_#02,117.596,3.304,,,Kalimantan Utara,23.6,Gas,substation,GI_Malinau,116.6286,3.5114,60,Kalimantan Utara,Kalimantan Utara
generator,PLTU_PT._Idec_Abadi_Wood_Industries_(AWI),117.612,3.292,,,Kalimantan Utara,7,Coal,substation,GI_Malinau,116.6286,3.5114,60,Kalimantan Utara,Kalimantan Utara
generator,PLTU_Lati_(PT._Indo_Pusaka_Berau),117.619,2.215,,,Kalimantan Timur,21,Coal,substation,GI_Sangatta,117.5693,0.4701,59,Kalimantan Timur,Kalimantan Timur
generator,PLTU_Sangatta_(PT._Kaltim_Prima_Coal)_Ex_Sektor_Mahakam,117.635,0.539,,,Kalimantan Timur,18,Coal,substation,GI_Sangatta,117.5693,0.4701,59,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Nunukan,117.64,4.134,,,Kalimantan Utara,11.198,Oil,substation,GI_Tideng_Pale,116.8411,3.5748,61,Kalimantan Utara,Kalimantan Utara
generator,PLTD_Nunukan_Pemkab,117.64,4.134,,,Kalimantan Utara,7.02,Oil,substation,GI_Tideng_Pale,116.8411,3.5748,61,Kalimantan Utara,Kalimantan Utara
generator,PLTD_Karangan,117.673,1.35,,,Kalimantan Timur,1,Oil,substation,GI_Sangatta,117.5693,0.4701,59,Kalimantan Timur,Kalimantan Timur
generator,PLTBm_Karangan_DL,117.673,1.35,,,Kalimantan Timur,0.35,Biomass,substation,GI_Sangatta,117.5693,0.4701,59,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Pengadan,117.673,1.35,,,Kalimantan Timur,0.62,Oil,substation,GI_Sangatta,117.5693,0.4701,59,Kalimantan Timur,Kalimantan Timur
generator,PLTS_Sebatik_ESDM,117.802,4.153,,,Kalimantan Utara,0.2,Solar,substation,GI_Tideng_Pale,116.8411,3.5748,61,Kalimantan Utara,Kalimantan Utara
generator,PLTD_Bunyu,117.845,3.469,,,Kalimantan Utara,1,Oil,substation,GI_Malinau,116.6286,3.5114,60,Kalimantan Utara,Kalimantan Utara
generator,PLTD_Tubaan,117.859,1.818,,,Kalimantan Timur,0.455,Oil,substation,GI_Sangatta,117.5693,0.4701,59,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Sebatik,117.909,4.147,,,Kalimantan Utara,6.712,Oil,substation,GI_Tideng_Pale,116.8411,3.5748,61,Kalimantan Utara,Kalimantan Utara
generator,PLTS_Sebatik,117.909,4.147,,,Kalimantan Utara,0.34,Solar,substation,GI_Tideng_Pale,116.8411,3.5748,61,Kalimantan Utara,Kalimantan Utara
generator,PLTD_Sangkulirang,117.98,0.986,,,Kalimantan Timur,3,Oil,substation,GI_Sangatta,117.5693,0.4701,59,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Sangkulirang_Pemkab,117.98,0.986,,,Kalimantan Timur,0.8,Oil,substation,GI_Sangatta,117.5693,0.4701,59,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Tanjung_Batu,118.092,2.278,,,Kalimantan Selatan,1.43,Oil,substation,GI_Barikin,115.3276,-2.6843,32,Kalimantan Selatan,Kalimantan Selatan
generator,PLTD_Talisayan_Pemkab,118.177,1.605,,,Kalimantan Timur,0.8,Oil,substation,GI_Sangatta,117.5693,0.4701,59,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Talisayan,118.177,1.605,,,Kalimantan Timur,2.25,Oil,substation,GI_Sangatta,117.5693,0.4701,59,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Talisayan_PT_IPB,118.177,1.605,,,Kalimantan Timur,1,Oil,substation,GI_Sangatta,117.5693,0.4701,59,Kalimantan Timur,Kalimantan Timur
generator,PLTBm_Talisayan_DL,118.177,1.605,,,Kalimantan Timur,0.26,Biomass,substation,GI_Sangatta,117.5693,0.4701,59,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Derawan,118.243,2.286,,,Kalimantan Timur,1.27,Oil,substation,GI_Sangatta,117.5693,0.4701,59,Kalimantan Timur,Kalimantan Timur
generator,PLTS_Derawan,118.243,2.286,,,Kalimantan Timur,0.09,Oil,substation,GI_Sangatta,117.5693,0.4701,59,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Batu_Putih,118.446,1.352,,,Kalimantan Timur,0.82,Oil,substation,GI_Sangatta,117.5693,0.4701,59,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Biduk-Biduk,118.746,1.216,,,Kalimantan Timur,1.64,Oil,substation,GI_Sangatta,117.5693,0.4701,59,Kalimantan Timur,Kalimantan Timur
substation,GI_Sambas,109.2688,1.3429,,,Kalimantan Barat,,,substation,GI_Singkawang,108.9876,0.9266,1,Kalimantan Barat,
substation,GI_Singkawang,108.9876,0.9266,,,Kalimantan Barat,,,substation,GI_PLTU_2_Kalbar,108.8653,0.83,3,Kalimantan Barat,
substation,GI_PLTU_2_Kalbar,108.8653,0.83,,,Kalimantan Barat,,,substation,GI_PLTU_3_Kalbar,108.8747,0.8361,2,Kalimantan Barat,
substation,GI_Singkawang,108.9876,0.9266,,,Kalimantan Barat,,,substation,GI_Senggiring,108.9853,0.3162,4,Kalimantan Barat,
substation,GI_Senggiring,108.9853,0.3162,,,Kalimantan Barat,,,substation,GI_Parit_Baru,109.2055,0.0592,5,Kalimantan Barat,
substation,GI_Parit_Baru,109.2055,0.0592,,,Kalimantan Barat,,,substation,GI_Kota_Baru,109.2987,-0.0754,6,Kalimantan Barat,
substation,GI_Parit_Baru,109.2055,0.0592,,,Kalimantan Barat,,,substation,GI_Siantan,109.328,-0.0002,7,Kalimantan Barat,
substation,GI_Siantan,109.328,-0.0002,,,Kalimantan Barat,,,substation,GI_Sei_Raya,109.3809,-0.0735,8,Kalimantan Barat,
substation,GI_Siantan,109.328,-0.0002,,,Kalimantan Barat,,,substation,GI_Tayan,110.0932,0.0015,9,Kalimantan Barat,
substation,GI_Tayan,110.0932,0.0015,,,Kalimantan Barat,,,substation,GI_Ngabang,110.001,0.3534,10,Kalimantan Barat,
substation,GI_Ngabang,110.001,0.3534,,,Kalimantan Barat,,,substation,GI_Bengkayang,109.4967,0.9056,11,Kalimantan Barat,
substation,GI_Bengkayang,109.4967,0.9056,,,Kalimantan Barat,,,substation,GI_Singkawang,108.9876,0.9266,1,Kalimantan Barat,
substation,GI_Bengkayang,109.4967,0.9056,,,Kalimantan Barat,,,substation,GITET_Bengkayang,109.4966,0.9066,12,Kalimantan Barat,
substation,GI_Pangkalanbun,111.7037,-2.6152,,,Kalimantan Tengah,,,substation,GI_Sampit,112.9207,-2.4816,14,Kalimantan Tengah,
substation,GI_PLTU_Sampit,112.9101,-2.7625,,,Kalimantan Tengah,,,substation,GI_Sampit,112.9207,-2.4816,14,Kalimantan Tengah,
substation,GI_Sampit,112.9207,-2.4816,,,Kalimantan Tengah,,,substation,GI_Kasongan,113.4337,-1.9002,16,Kalimantan Tengah,
substation,GI_Kasongan,113.4337,-1.9002,,,Kalimantan Tengah,,,substation,GI_Palangkaraya,113.8739,-2.1748,17,Kalimantan Tengah,
substation,GI_Palangkaraya,113.8739,-2.1748,,,Kalimantan Tengah,,,substation,GI_Sebangau,113.9302,-2.2748,18,Kalimantan Tengah,
substation,GI_Sebangau,113.9302,-2.2748,,,Kalimantan Tengah,,,substation,GI_Pulau_Pisang,114.2547,-2.7316,19,Kalimantan Tengah,
substation,GI_Pulau_Pisang,114.2547,-2.7316,,,Kalimantan Tengah,,,substation,GI_S_Mintin,114.2086,-2.8214,20,Kalimantan Tengah,
substation,GI_S_Mintin,114.2086,-2.8214,,,Kalimantan Tengah,,,substation,GI_Selat,114.3736,-3.0121,21,Kalimantan Tengah,
substation,GI_Selat,114.3736,-3.0121,,,Kalimantan Tengah,,,substation,GI_Seberang_Barito,114.5522,-3.2767,22,Kalimantan Selatan,
substation,GI_Seberang_Barito,114.5522,-3.2767,,,Kalimantan Selatan,,,substation,GI_Trisakti,114.571,-3.3094,23,Kalimantan Selatan,
substation,GI_Trisakti,114.571,-3.3094,,,Kalimantan Selatan,,,substation,GI_Mantuil,114.627,-3.4236,24,Kalimantan Selatan,
substation,GI_Mantuil,114.627,-3.4236,,,Kalimantan Selatan,,,substation,GI_Asam-asam,115.1049,-3.9253,25,Kalimantan Selatan,
substation,GI_Asam-asam,115.1049,-3.9253,,,Kalimantan Selatan,,,substation,GI_Satui,115.519,-3.7127,26,Kalimantan Selatan,
substation,GI_Satui,115.519,-3.7127,,,Kalimantan Selatan,,,substation,GI_Batulicin,115.9862,-3.4822,27,Kalimantan Selatan,
substation,GI_Asam-asam,115.1049,-3.9253,,,Kalimantan Selatan,,,substation,GI_Pelaihari,114.7576,-3.7296,29,Kalimantan Selatan,
substation,GI_Pelaihari,114.7576,-3.7296,,,Kalimantan Selatan,,,substation,GI_Cempaka,114.8499,-3.4658,28,Kalimantan Selatan,
substation,GI_Mantuil,114.627,-3.4236,,,Kalimantan Selatan,,,substation,GI_Bandara,114.7553,-3.4725,30,Kalimantan Selatan,
substation,GI_Bandara,114.7553,-3.4725,,,Kalimantan Selatan,,,substation,GI_Cempaka,114.8499,-3.4658,28,Kalimantan Selatan,
substation,GI_Cempaka,114.8499,-3.4658,,,Kalimantan Selatan,,,substation,GI_Rantau,115.126,-3.0289,31,Kalimantan Selatan,
substation,GI_Rantau,115.126,-3.0289,,,Kalimantan Selatan,,,substation,GI_Barikin,115.3276,-2.6843,32,Kalimantan Selatan,
substation,GI_Seberang_Barito,114.5522,-3.2767,,,Kalimantan Selatan,,,substation,GI_Kayutangi,114.6205,-3.2304,33,Kalimantan Selatan,
substation,GI_Kayutangi,114.6205,-3.2304,,,Kalimantan Selatan,,,substation,GI_Barikin,115.3276,-2.6843,32,Kalimantan Selatan,
substation,GI_Barikin,115.3276,-2.6843,,,Kalimantan Selatan,,,substation,GI_Amuntai,115.2949,-2.4171,34,Kalimantan Selatan,
substation,GI_Barikin,115.3276,-2.6843,,,Kalimantan Selatan,,,substation,GI_Tanjung,115.4505,-2.1953,35,Kalimantan Selatan,
substation,GI_Tanjung,115.4505,-2.1953,,,Kalimantan Selatan,,,substation,GI_Buntok,114.9788,-1.7459,36,Kalimantan Tengah,
substation,GI_Buntok,114.9788,-1.7459,,,Kalimantan Tengah,,,substation,GI_Muara_Teweh,114.8658,-0.8672,37,Kalimantan Tengah,
substation,GI_Muara_Teweh,114.8658,-0.8672,,,Kalimantan Tengah,,,substation,GI_Bangkanai,115.1385,-0.6212,38,Kalimantan Tengah,
substation,GI_Tanjung,115.4505,-2.1953,,,Kalimantan Selatan,,,substation,GI_Muara_Komam,115.8694,-1.828,39,Kalimantan Timur,
substation,GI_Muara_Komam,115.8694,-1.828,,,Kalimantan Timur,,,substation,GI_Kuaro,116.0945,-1.8032,40,Kalimantan Timur,
