type,node0,lon0,lat0,id,bus0,location0,p_nom,carrier,type1,node1,lon1,lat1,bus1,location1,loc_connection
generator,PLTD_Embaloh,112.602,0.831,,,Kalimantan Barat,0.601,Oil,substation,GI_Ngabang,110.001,0.3534,10,Kalimantan Barat,Kalimantan Barat
generator,PLTD_UPM_Parenggean,112.653,-1.881,,,Kalimantan Tengah,2.5,Oil,substation,GI_Sampit,112.9207,-2.4816,14,Kalimantan Tengah,Kalimantan Tengah
generator,PLTD_Bunut,112.655,0.528,,,Kalimantan Barat,0.57,Oil,substation,GI_Ngabang,110.001,0.3534,10,Kalimantan Barat,Kalimantan Barat
generator,PLTD_ULD_Tumbang_Hiran,112.691,-1.188,,,Kalimantan Tengah,0.56,Oil,substation,GI_Sampit,112.9207,-2.4816,14,Kalimantan Tengah,Kalimantan Tengah
generator,PLTD_Kemangai,112.71,-0.243,,,Kalimantan Barat,0.216,Oil,substation,GI_Ngabang,110.001,0.3534,10,Kalimantan Barat,Kalimantan Barat
generator,PLTD_Piasak,112.723,0.659,,,Kalimantan Barat,0.222,Oil,substation,GI_Ngabang,110.001,0.3534,10,Kalimantan Barat,Kalimantan Barat
generator,PLTD_Sawai,112.927,0.885,,,Kalimantan Barat,12.485,Oil,substation,GI_Ngabang,110.001,0.3534,10,Kalimantan Barat,Kalimantan Barat
generator,PLTD_Rayon_Sampit,112.969,-2.516,,,Kalimantan Tengah,3.88,Oil,substation,GI_Palangkaraya,113.8739,-2.1748,17,Kalimantan Tengah,Kalimantan Tengah
generator,PLTD_Sewa_Kaltimex_Sampit,112.97,-2.516,,,Kalimantan Tengah,8,Oil,substation,GI_Palangkaraya,113.8739,-2.1748,17,Kalimantan Tengah,Kalimantan Tengah
generator,PLTD_ULD_Tumbang_Kaman,113.093,-1.346,,,Kalimantan Tengah,1.22,Oil,substation,GI_Kasongan,113.4337,-1.9002,16,Kalimantan Tengah,Kalimantan Tengah
generator,PLTD_Nanga_Erak,113.154,0.372,,,Kalimantan Barat,0.57,Oil,substation,GI_Ngabang,110.001,0.3534,10,Kalimantan Barat,Kalimantan Barat
generator,PLTD_Mendawai,113.269,-2.989,,,Kalimantan Tengah,1.352,Oil,substation,GI_Palangkaraya,113.8739,-2.1748,17,Kalimantan Tengah,Kalimantan Tengah
generator,PLTD_ULD_Telaga,113.33,-2.421,,,Kalimantan Tengah,0.12,Oil,substation,GI_Palangkaraya,113.8739,-2.1748,17,Kalimantan Tengah,Kalimantan Tengah
generator,PLTD_Pagatan,113.33,-3.256,,,Kalimantan Tengah,5,Oil,substation,GI_Palangkaraya,113.8739,-2.1748,17,Kalimantan Tengah,Kalimantan Tengah
generator,PLTD_ULD_Tumbang_Talaken,113.378,-1.361,,,Kalimantan Tengah,1,Oil,substation,GI_Kasongan,113.4337,-1.9002,16,Kalimantan Tengah,Kalimantan Tengah
generator,PLTD_ULD_Tumbang_Miri,113.55,-0.916,,,Kalimantan Tengah,1.06,Oil,substation,GI_Kasongan,113.4337,-1.9002,16,Kalimantan Tengah,Kalimantan Tengah
generator,PLTU_Kalselteng_1_(PT._SKS_Listrik_Kalimantan)_#01,113.567,-1.374,,,Kalimantan Tengah,115.034,Coal,substation,GI_Kasongan,113.4337,-1.9002,16,Kalimantan Tengah,Kalimantan Tengah
generator,PLTU_Kalselteng_1_(PT._SKS_Listrik_Kalimantan)_#02,113.567,-1.374,,,Kalimantan Tengah,115.034,Coal,substation,GI_Kasongan,113.4337,-1.9002,16,Kalimantan Tengah,Kalimantan Tengah
generator,PLTD_ULD_Tumbang_Jutuh,113.572,-1.289,,,Kalimantan Tengah,2.1,Oil,substation,GI_Kasongan,113.4337,-1.9002,16,Kalimantan Tengah,Kalimantan Tengah
generator,PLTD_Sebangau,113.639,-3.148,,,Kalimantan Tengah,0.44,Oil,substation,GI_Palangkaraya,113.8739,-2.1748,17,Kalimantan Tengah,Kalimantan Tengah
generator,PLTD_ULD_Tumbang_Tambirah,113.823,-1.065,,,Kalimantan Tengah,0.16,Oil,substation,GI_Kasongan,113.4337,-1.9002,16,Kalimantan Tengah,Kalimantan Tengah
generator,PLTD_ULD_Tumbang_Miwan,113.872,-1.217,,,Kalimantan Tengah,0.616,Oil,substation,GI_Kasongan,113.4337,-1.9002,16,Kalimantan Tengah,Kalimantan Tengah
generator,PLTD_Kuala_Kurun_#03_MITSUBISHI),113.872,-1.117,,,Kalimantan Tengah,1.33,Oil,substation,GI_Kasongan,113.4337,-1.9002,16,Kalimantan Tengah,Kalimantan Tengah
generator,PLTD_Kuala_Kurun_#04_MITSUBISHI),113.872,-1.117,,,Kalimantan Tengah,1.33,Oil,substation,GI_Kasongan,113.4337,-1.9002,16,Kalimantan Tengah,Kalimantan Tengah
generator,PLTD_Kuala_Kurun_#05_MITSUBISHI),113.872,-1.117,,,Kalimantan Tengah,1.33,Oil,substation,GI_Kasongan,113.4337,-1.9002,16,Kalimantan Tengah,Kalimantan Tengah
generator,PLTD_Kuala_Kurun_Unit_2-3,113.872,-1.117,,,Kalimantan Tengah,2.66,Oil,substation,GI_Kasongan,113.4337,-1.9002,16,Kalimantan Tengah,Kalimantan Tengah
generator,PLTD_Kuala_Kurun_Unit_4,113.872,-1.117,,,Kalimantan Tengah,1.33,Oil,substation,GI_Kasongan,113.4337,-1.9002,16,Kalimantan Tengah,Kalimantan Tengah
generator,PLTD_Kuala_Kurun_#01_(MWM),113.873,-1.117,,,Kalimantan Tengah,0.22,Oil,substation,GI_Kasongan,113.4337,-1.9002,16,Kalimantan Tengah,Kalimantan Tengah
generator,PLTD_Kuala_Kurun_#02_(DEUTZ_MWM),113.873,-1.117,,,Kalimantan Tengah,0.528,Oil,substation,GI_Kasongan,113.4337,-1.9002,16,Kalimantan Tengah,Kalimantan Tengah
generator,PLTD_Kahayan/Area_Palangka_Raya,113.874,-1.827,,,Kalimantan Tengah,17.45,Oil,substation,GI_Palangkaraya,113.8739,-2.1748,17,Kalimantan Tengah,Kalimantan Tengah
generator,PLTD_Sungai_Hanyu,114.016,-0.927,,,Kalimantan Tengah,0.38,Oil,substation,GI_Sebangau,113.9302,-2.2748,18,Kalimantan Tengah,Kalimantan Tengah
generator,PLTU_Pulang_Pisau_#01,114.209,-2.823,,,Kalimantan Tengah,60,Coal,substation,GI_S_Mintin,114.2086,-2.8214,20,Kalimantan Tengah,Kalimantan Tengah
generator,PLTU_Pulang_Pisau_#02,114.209,-2.823,,,Kalimantan Tengah,60,Coal,substation,GI_S_Mintin,114.2086,-2.8214,20,Kalimantan Tengah,Kalimantan Tengah
generator,PLTD_Tumbang_Lahung,114.302,-0.695,,,Kalimantan Tengah,0.38,Oil,substation,GI_Pulau_Pisang,114.2547,-2.7316,19,Kalimantan Tengah,Kalimantan Tengah
generator,PLTD_Pujon,114.364,-1.349,,,Kalimantan Tengah,0.981,Oil,substation,GI_Pulau_Pisang,114.2547,-2.7316,19,Kalimantan Tengah,Kalimantan Tengah
generator,PLTD_Kuala_Kapuas,114.374,-3.012,,,Kalimantan Tengah,6,Oil,substation,GI_Selat,114.3736,-3.0121,21,Kalimantan Tengah,Kalimantan Tengah
generator,PLTD_Timpah,114.479,-1.719,,,Kalimantan Tengah,1.108,Oil,substation,GI_Selat,114.3736,-3.0121,21,Kalimantan Tengah,Kalimantan Tengah
generator,PLTD_Long_Apari,114.534,0.812,,,Kalimantan Timur,0.64,Oil,substation,GI_Muara_Komam,115.8694,-1.828,39,Kalimantan Timur,Kalimantan Timur
generator,PLTU_PT._Wijaya_Triutama_Plywood_Industri,114.562,-3.336,,,Kalimantan Selatan,45,Coal,substation,GI_Cempaka,114.8499,-3.4658,28,Kalimantan Selatan,Kalimantan Selatan
generator,PLTG_Trisakti,114.57,-3.31,,,Kalimantan Selatan,21,Oil,substation,GI_Trisakti,114.571,-3.3094,23,Kalimantan Selatan,Kalimantan Selatan
generator,PLTD_Trisakti,114.572,-3.31,,,Kalimantan Selatan,54.2,Oil,substation,GI_Trisakti,114.571,-3.3094,23,Kalimantan Selatan,Kalimantan Selatan
generator,PLTD_Puruk_Cahu,114.583,-0.583,,,Kalimantan Tengah,2.19,Oil,substation,GI_Selat,114.3736,-3.0121,21,Kalimantan Tengah,Kalimantan Tengah
generator,PLTD_Long_Pahangai,114.709,0.883,,,Kalimantan Timur,0.6,Oil,substation,GI_Muara_Komam,115.8694,-1.828,39,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Muara_Laung,114.732,-0.599,,,Kalimantan Tengah,2.07,Oil,substation,GI_Selat,114.3736,-3.0121,21,Kalimantan Tengah,Kalimantan Tengah
generator,PLTD_Tumpung_Laung,114.816,-1.321,,,Kalimantan Tengah,1.04,Oil,substation,GI_Selat,114.3736,-3.0121,21,Kalimantan Tengah,Kalimantan Tengah
generator,PLTD_Buntok,114.822,-1.745,,,Kalimantan Tengah,4.01,Oil,substation,GI_Selat,114.3736,-3.0121,21,Kalimantan Tengah,Kalimantan Tengah
generator,PLTD_Tanjung_Jawa,114.835,-1.565,,,Kalimantan Tengah,0.22,Oil,substation,GI_Selat,114.3736,-3.0121,21,Kalimantan Tengah,Kalimantan Tengah
generator,PLTD_Babai,114.836,-1.954,,,Kalimantan Tengah,0.4,Oil,substation,GI_Selat,114.3736,-3.0121,21,Kalimantan Tengah,Kalimantan Tengah
generator,PLTD_Mangkatip,114.851,-2.224,,,Kalimantan Tengah,0.44,Oil,substation,GI_Selat,114.3736,-3.0121,21,Kalimantan Tengah,Kalimantan Tengah
generator,PLTD_Teluk_Betung,114.863,-1.978,,,Kalimantan Tengah,0.26,Oil,substation,GI_Selat,114.3736,-3.0121,21,Kalimantan Tengah,Kalimantan Tengah
generator,PLTD_Damparan,114.868,-2.138,,,Kalimantan Tengah,0.44,Oil,substation,GI_Selat,114.3736,-3.0121,21,Kalimantan Tengah,Kalimantan Tengah
generator,PLTD_Rangga_Ilung,114.871,-2.34,,,Kalimantan Tengah,0.5,Oil,substation,GI_Selat,114.3736,-3.0121,21,Kalimantan Tengah,Kalimantan Tengah
generator,PLTD_Pendang,114.874,-1.506,,,Kalimantan Tengah,0.3,Oil,substation,GI_Selat,114.3736,-3.0121,21,Kalimantan Tengah,Kalimantan Tengah
generator,PLTD_Muara_Teweh,114.883,-0.926,,,Kalimantan Tengah,8.81,Oil,substation,GI_Muara_Teweh,114.8658,-0.8672,37,Kalimantan Tengah,Kalimantan Tengah
generator,PLTD_Merawan_Lama,114.884,-1.451,,,Kalimantan Tengah,0.28,Oil,substation,GI_Selat,114.3736,-3.0121,21,Kalimantan Tengah,Kalimantan Tengah
generator,PLTD_Montalat,114.894,-1.323,,,Kalimantan Tengah,0.26,Oil,substation,GI_Selat,114.3736,-3.0121,21,Kalimantan Tengah,Kalimantan Tengah
generator,PLTD_Kayan_Hulu,114.91,1.785,,,Kalimantan Utara,1.275,Oil,substation,GI_Bulungan,117.3678,2.8101,63,Kalimantan Utara,Kalimantan Utara
generator,PLTD_Bundar,114.93,-1.478,,,Kalimantan Tengah,0.12,Oil,substation,GI_Selat,114.3736,-3.0121,21,Kalimantan Tengah,Kalimantan Tengah
generator,PLTD_Luwe_Hulu,114.941,-0.795,,,Kalimantan Tengah,0.48,Oil,substation,GI_Muara_Teweh,114.8658,-0.8672,37,Kalimantan Tengah,Kalimantan Tengah
generator,PLTD_Sabuh,114.976,-0.971,,,Kalimantan Tengah,0.22,Oil,substation,GI_Muara_Teweh,114.8658,-0.8672,37,Kalimantan Tengah,Kalimantan Tengah
generator,PLTD_Muara_Plantau,115.001,-1.939,,,Kalimantan Tengah,0.18,Oil,substation,GI_Buntok,114.9788,-1.7459,36,Kalimantan Tengah,Kalimantan Tengah
generator,PLTA_IR._PM_Noor,115.008,-3.516,,,Kalimantan Selatan,30,Run_of_River,substation,GI_Mantuil,114.627,-3.4236,24,Kalimantan Selatan,Kalimantan Selatan
generator,PLTD_Benangin,115.088,-0.978,,,Kalimantan Tengah,0.36,Oil,substation,GI_Buntok,114.9788,-1.7459,36,Kalimantan Tengah,Kalimantan Tengah
generator,PLTD_Asam_Asam,115.105,-3.925,,,Kalimantan Selatan,8.4,Oil,substation,GI_Asam-asam,115.1049,-3.9253,25,Kalimantan Selatan,Kalimantan Selatan
generator,PLTU_Asam_Asam_#01,115.105,-3.927,,,Kalimantan Selatan,65,Coal,substation,GI_Asam-asam,115.1049,-3.9253,25,Kalimantan Selatan,Kalimantan Selatan
generator,PLTU_Asam_Asam_#02,115.106,-3.926,,,Kalimantan Selatan,65,Coal,substation,GI_Asam-asam,115.1049,-3.9253,25,Kalimantan Selatan,Kalimantan Selatan
generator,PLTU_Asam_Asam_#03,115.106,-3.926,,,Kalimantan Selatan,65,Coal,substation,GI_Asam-asam,115.1049,-3.9253,25,Kalimantan Selatan,Kalimantan Selatan
generator,PLTU_Asam_Asam_#04,115.106,-3.926,,,Kalimantan Selatan,65,Coal,substation,GI_Asam-asam,115.1049,-3.9253,25,Kalimantan Selatan,Kalimantan Selatan
generator,PLTD_Kandui,115.119,-1.257,,,Kalimantan Tengah,1.13,Oil,substation,GI_Buntok,114.9788,-1.7459,36,Kalimantan Tengah,Kalimantan Tengah
generator,PLTU_Rimau_Electric,115.127,-2.018,,,Kalimantan Tengah,7,Coal,substation,GI_Bangkanai,115.126,-3.0289,38,Kalimantan Tengah,Kalimantan Tengah
generator,PLTMG_Bangkanai_Blok_#01,115.137,-0.622,,,Kalimantan Tengah,39.076,Gas,substation,GI_Bangkanai,115.1385,-0.6212,38,Kalimantan Tengah,Kalimantan Tengah
generator,PLTMG_Bangkanai_Blok_#02,115.137,-0.623,,,Kalimantan Tengah,39.076,Gas,substation,GI_Bangkanai,115.1385,-0.6212,38,Kalimantan Tengah,Kalimantan Tengah
generator,PLTMG_Bangkanai_Blok_#03,115.137,-0.623,,,Kalimantan Tengah,39.076,Gas,substation,GI_Bangkanai,115.1385,-0.6212,38,Kalimantan Tengah,Kalimantan Tengah
generator,PLTMG_Bangkanai_Blok_#04,115.137,-0.623,,,Kalimantan Tengah,39.076,Gas,substation,GI_Bangkanai,115.1385,-0.6212,38,Kalimantan Tengah,Kalimantan Tengah
generator,PLTD_ULD_Rantau_Bujur,115.199,-3.082,,,Kalimantan Selatan,0.42,Oil,substation,GI_Rantau,115.126,-3.0289,31,Kalimantan Selatan,Kalimantan Selatan
generator,PLTD_ULD_Benua_Riam,115.226,-3.094,,,Kalimantan Selatan,0.18,Oil,substation,GI_Rantau,115.126,-3.0289,31,Kalimantan Selatan,Kalimantan Selatan
generator,PLTD_Long_Bagun,115.237,0.226,,,Kalimantan Timur,0.3,Oil,substation,GI_Kariangau,116.792,-1.1657,44,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Long_Bagun_Pemkab,115.257,0.206,,,Kalimantan Timur,0.52,Oil,substation,GI_Kariangau,116.792,-1.1657,44,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Panangkalaan,115.262,-2.404,,,Kalimantan Selatan,8.534,Oil,substation,GI_Amuntai,115.2949,-2.4171,34,Kalimantan Selatan,Kalimantan Selatan
generator,PLTD_Barabai,115.376,-2.593,,,Kalimantan Selatan,6.672,Oil,substation,GI_Barikin,115.3276,-2.6843,32,Kalimantan Selatan,Kalimantan Selatan
generator,PLTU_Kalsel-1_(PT._Tanjung_Power_Indonesia)_#01,115.442,-2.162,,,Kalimantan Selatan,115,Coal,substation,GI_Tanjung,115.4505,-2.1953,35,Kalimantan Selatan,Kalimantan Selatan
generator,PLTU_Kalsel-1_(PT._Tanjung_Power_Indonesia)_#02,115.443,-2.162,,,Kalimantan Selatan,115,Coal,substation,GI_Tanjung,115.4505,-2.1953,35,Kalimantan Selatan,Kalimantan Selatan
generator,PLTU_PT._Makmur_Sejahtera_Wisesa,115.445,-2.158,,,Kalimantan Selatan,60,Coal,substation,GI_Tanjung,115.4505,-2.1953,35,Kalimantan Selatan,Kalimantan Selatan
generator,PLTD_Maburai,115.45,-2.195,,,Kalimantan Selatan,1.88,Oil,substation,GI_Tanjung,115.4505,-2.1953,35,Kalimantan Selatan,Kalimantan Selatan
generator,PLTD_Datah_Bilang,115.464,0.226,,,Kalimantan Timur,0.54,Oil,substation,GI_Kariangau,116.792,-1.1657,44,Kalimantan Timur,Kalimantan Timur
generator,PLTU_PT._Conch_South_Kalimantan_Cement_(SKC),115.57,-2.063,,,Kalimantan Selatan,15,Coal,substation,GI_Bandara,114.7553,-3.4725,30,Kalimantan Selatan,Kalimantan Selatan
generator,PLTD_Gunung_Purei_Unit_123,115.62,-1.133,,,Kalimantan Tengah,0.38,Oil,substation,GI_Bangkanai,115.1385,-0.6212,38,Kalimantan Tengah,Kalimantan Tengah
generator,PLTD_Long_Iram,115.633,0.013,,,Kalimantan Timur,1.44,Oil,substation,GI_Karangjoang,116.8777,-1.1488,45,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Long_Iram_Pemkab,115.633,0.013,,,Kalimantan Timur,0.5,Oil,substation,GI_Karangjoang,116.8777,-1.1488,45,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Krayan,115.7,3.883,,,Kalimantan Utara,0.8,Oil,substation,GI_Tideng_Pale,116.8411,3.5748,61,Kalimantan Utara,Kalimantan Utara
generator,PLTMH_Krayan_Pemkab,115.7,3.883,,,Kalimantan Utara,0.08,Run_of_River,substation,GI_Tideng_Pale,116.8411,3.5748,61,Kalimantan Utara,Kalimantan Utara
generator,PLTMH_Krayan,115.7,3.883,,,Kalimantan Utara,0.16,Run_of_River,substation,GI_Tideng_Pale,116.8411,3.5748,61,Kalimantan Utara,Kalimantan Utara
generator,PLTD_Dilang_Putih,115.766,-0.717,,,Kalimantan Timur,0.22,Oil,substation,GI_Kariangau,116.792,-1.1657,44,Kalimantan Timur,Kalimantan Timur
generator,PLTBg_Suka_Damai,115.773,-3.341,,,Kalimantan Selatan,2.4,Biogas,substation,GI_Pelaihari,114.7576,-3.7296,29,Kalimantan Selatan,Kalimantan Selatan
generator,PLTD_Sewa_Sentawar_Pemkab_Kubar,115.801,-0.242,,,Kalimantan Timur,5.2,Oil,substation,GI_Kotabangun,116.5953,-0.2716,53,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Sentawar,115.801,-0.242,,,Kalimantan Timur,24.61,Oil,substation,GI_Kotabangun,116.5953,-0.2716,53,Kalimantan Timur,Kalimantan Timur
generator,PLTBg_Rea_Kaltim,115.801,-0.242,,,Kalimantan Timur,2,Biogas,substation,GI_Kotabangun,116.5953,-0.2716,53,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Marabatuan,115.81,-4.369,,,Kalimantan Selatan,0.3,Oil,substation,GI_Satui,115.519,-3.7127,26,Kalimantan Selatan,Kalimantan Selatan
generator,PLTD_Muara_Komam,115.812,-1.675,,,Kalimantan Timur,2.79,Oil,substation,GI_Muara_Komam,115.8694,-1.828,39,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Kelumpang,115.823,-0.173,,,Kalimantan Timur,0.12,Oil,substation,GI_Kotabangun,116.5953,-0.2716,53,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Melak,115.831,-0.212,,,Kalimantan Timur,24.61,Oil,substation,GI_Kotabangun,116.5953,-0.2716,53,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Melak_Sewatama,115.831,-0.212,,,Kalimantan Timur,4,Oil,substation,GI_Kotabangun,116.5953,-0.2716,53,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Melak_Pemkab,115.832,-0.212,,,Kalimantan Timur,5.2,Oil,substation,GI_Kotabangun,116.5953,-0.2716,53,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Melak_Kaltimex,115.832,-0.212,,,Kalimantan Timur,6,Oil,substation,GI_Kotabangun,116.5953,-0.2716,53,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Batu_Sopang,115.912,-1.82,,,Kalimantan Timur,8.4,Oil,substation,GI_Muara_Komam,115.8694,-1.828,39,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Tabisaq,115.921,-0.497,,,Kalimantan Timur,0.52,Oil,substation,GI_Muara_Komam,115.8694,-1.828,39,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Tabang,115.927,0.673,,,Kalimantan Timur,0.53,Oil,substation,GI_Muara_Komam,115.8694,-1.828,39,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Sengayam,115.995,-2.367,,,Kalimantan Selatan,1.78,Oil,substation,GI_Batulicin,115.9862,-3.4822,27,Kalimantan Selatan,Kalimantan Selatan
generator,PLTU_Dua_Samudera_Perkasa_(DSP),116.029,-3.309,,,Kalimantan Selatan,6,Coal,substation,GI_Batulicin,115.9862,-3.4822,27,Kalimantan Selatan,Kalimantan Selatan
generator,PLTD_Lontar,116.064,-3.978,,,Kalimantan Selatan,2.62,Oil,substation,GI_Satui,115.519,-3.7127,26,Kalimantan Selatan,Kalimantan Selatan
generator,PLTD_Muara_Pahu,116.064,-0.325,,,Kalimantan Timur,0.8,Oil,substation,GI_Kotabangun,116.5953,-0.2716,53,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Kerang,116.082,-2.239,,,Kalimantan Timur,0.96,Oil,substation,GI_Kuaro,116.0945,-1.8032,40,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Semaras,116.082,-3.823,,,Kalimantan Selatan,0.15,Oil,substation,GI_Satui,115.519,-3.7127,26,Kalimantan Selatan,Kalimantan Selatan
generator,PLTU_PT._Indocement_Tunggal_Perkasa,116.108,-3.273,,,Kalimantan Selatan,55,Coal,substation,GI_Kayutangi,114.6205,-3.2304,33,Kalimantan Selatan,Kalimantan Selatan
generator,PLTU_PT._Smart_Tarjun_Refinery,116.119,-3.271,,,Kalimantan Selatan,3.2,Coal,substation,GI_Kayutangi,114.6205,-3.2304,33,Kalimantan Selatan,Kalimantan Selatan
generator,PLTD_Long_Beluah,116.121,2.738,,,Kalimantan Utara,0.5,Oil,substation,GI_Bulungan,117.3678,2.8101,63,Kalimantan Utara,Kalimantan Utara
generator,PLTD_Tanjung_Isuy,116.14,-0.514,,,Kalimantan Timur,1.88,Oil,substation,GI_Kuaro,116.0945,-1.8032,40,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Sei_Durian,116.162,-2.509,,,Kalimantan Selatan,1.09,Oil,substation,GI_Tanjung,115.4505,-2.1953,35,Kalimantan Selatan,Kalimantan Selatan
generator,PLTD_Kerumputan,116.172,-4.049,,,Kalimantan Selatan,0.46,Oil,substation,GI_Asam-asam,115.1049,-3.9253,25,Kalimantan Selatan,Kalimantan Selatan
generator,PLTD_Tanah_Grogot,116.18,-1.888,,,Kalimantan Timur,3.19,Oil,substation,GI_Grogot,116.1656,-1.8984,41,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Sampanahan,116.187,-2.641,,,Kalimantan Selatan,1.77,Oil,substation,GI_Tanjung,115.4505,-2.1953,35,Kalimantan Selatan,Kalimantan Selatan
generator,PLTD_Bakau,116.196,-2.443,,,Kalimantan Selatan,0.46,Oil,substation,GI_Tanjung,115.4505,-2.1953,35,Kalimantan Selatan,Kalimantan Selatan
generator,PLTD_Kerasian,116.203,-4.027,,,Kalimantan Selatan,0.33,Oil,substation,GI_Asam-asam,115.1049,-3.9253,25,Kalimantan Selatan,Kalimantan Selatan
generator,PLTD_Geronggang,116.207,-2.857,,,Kalimantan Selatan,1.85,Oil,substation,GI_Tanjung,115.4505,-2.1953,35,Kalimantan Selatan,Kalimantan Selatan
generator,PLTD_Kerayaan,116.207,-4.091,,,Kalimantan Selatan,0.61,Oil,substation,GI_Asam-asam,115.1049,-3.9253,25,Kalimantan Selatan,Kalimantan Selatan
generator,PLTD_Kotabaru,116.212,-3.254,,,Kalimantan Selatan,15.47,Oil,substation,GI_Seberang_Barito,114.5522,-3.2767,22,Kalimantan Selatan,Kalimantan Selatan
generator,PLTD_Sewa_Kaltimex_Kotabaru,116.212,-3.254,,,Kalimantan Selatan,5.1,Oil,substation,GI_Seberang_Barito,114.5522,-3.2767,22,Kalimantan Selatan,Kalimantan Selatan
generator,PLTD_Tanjung_Batu,116.222,-3.005,,,Kalimantan Selatan,1,Oil,substation,GI_Seberang_Barito,114.5522,-3.2767,22,Kalimantan Selatan,Kalimantan Selatan
generator,PLTD_Penyinggahan,116.223,-0.387,,,Kalimantan Timur,0.56,Oil,substation,GI_Grogot,116.1656,-1.8984,41,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Mara,116.239,2.75,,,Kalimantan Utara,0.5,Oil,substation,GI_Bulungan,117.3678,2.8101,63,Kalimantan Utara,Kalimantan Utara
generator,PLTD_Jantur,116.29,-0.42,,,Kalimantan Timur,0.724,Oil,substation,GI_Embalut,117.0518,-0.3816,51,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Gn._Batu_Besar,116.294,-2.622,,,Kalimantan Selatan,0.51,Oil,substation,GI_Seberang_Barito,114.5522,-3.2767,22,Kalimantan Selatan,Kalimantan Selatan
generator,PLTD_Muara_Kedang,116.298,-0.567,,,Kalimantan Timur,0.42,Oil,substation,GI_Grogot,116.1656,-1.8984,41,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Tanjung_Seloka,116.306,-3.9,,,Kalimantan Selatan,1.75,Oil,substation,GI_Asam-asam,115.1049,-3.9253,25,Kalimantan Selatan,Kalimantan Selatan
generator,PLTD_Mulyaharja,116.322,-2.35,,,Kalimantan Selatan,0.43,Oil,substation,GI_Seberang_Barito,114.5522,-3.2767,22,Kalimantan Selatan,Kalimantan Selatan
generator,PLTD_Muara_Aloh,116.352,-0.432,,,Kalimantan Timur,0.16,Oil,substation,GI_Longikis,116.3231,-1.5161,42,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Gemar_Baru,116.376,0.801,,,Kalimantan Timur,0.48,Oil,substation,GI_Sangatta,117.5693,0.4701,59,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Gemar_Baru_Pemkab,116.376,0.801,,,Kalimantan Timur,0.2,Oil,substation,GI_Sangatta,117.5693,0.4701,59,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Sei_Bali,116.407,-3.408,,,Kalimantan Selatan,1.67,Oil,substation,GI_Asam-asam,115.1049,-3.9253,25,Kalimantan Selatan,Kalimantan Selatan
generator,PLTD_Tanjung_Samalantakan,116.415,-2.566,,,Kalimantan Selatan,0.49,Oil,substation,GI_Tanjung,115.4505,-2.1953,35,Kalimantan Selatan,Kalimantan Selatan
generator,PLTD_Semayang,116.452,-0.183,,,Kalimantan Timur,0.18,Oil,substation,GI_Longikis,116.3231,-1.5161,42,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Muara_Muntai,116.474,-0.643,,,Kalimantan Timur,1.5,Oil,substation,GI_Longikis,116.3231,-1.5161,42,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Lumbis_Ogong,116.548,3.93,,,Kalimantan Utara,0.5,Oil,substation,GI_Tideng_Pale,116.8411,3.5748,61,Kalimantan Utara,Kalimantan Utara
generator,PLTS_Lumbis_Ogong_ESDM,116.548,3.93,,,Kalimantan Utara,0.1,Solar,substation,GI_Tideng_Pale,116.8411,3.5748,61,Kalimantan Utara,Kalimantan Utara
generator,PLTD_Tanjung_Aru,116.584,-2.175,,,Kalimantan Timur,0.4,Oil,substation,GI_Longikis,116.3231,-1.5161,42,Kalimantan Timur,Kalimantan Timur
generator,PLTD_Malinau,116.611,3.541,,,Kalimantan Utara,10.64,Oil,substation,GI_Malinau,116.6286,3.5114,60,Kalimantan Utara,Kalimantan Utara
generator,PLTD_Malinau_Pemkab,116.611,3.541,,,Kalimantan Utara,7.672,Oil,substation,GI_Malinau,116.6286,3.5114,60,Kalimantan Utara,Kalimantan Utara
