type,node0,node1,coords0,coords1,lon0,lat0,lon1,lat1,length_m
generator,PLTS_Sebuku_ESDM,,,,117.023,4.063,,,
generator,PLTD_Tulin_Onsoi,,,,116.992,4.18,,,
generator,PLTS_Tulin_Onsoi_ESDM,,,,116.992,4.18,,,
generator,PLTS_Sebatik_ESDM,,,,117.802,4.153,,,
generator,PLTD_Lumbis_Ogong,,,,116.548,3.93,,,
generator,PLTS_Lumbis_Ogong_ESDM,,,,116.548,3.93,,,
generator,PLTD_Kayan_Hulu,,,,114.91,1.785,,,
generator,PLTS_Kayan_Hulu_ESDM,,,,117.595,3.304,,,
generator,PLTD_Tarakan,,,,117.595,3.304,,,
generator,PLTD_Sewa_Tarakan,,,,117.595,3.303,,,
generator,PLTG_Trisakti,,,,114.57,-3.31,,,
generator,PLTMG_Bangkanai_Blok_#01,,,,115.137,-0.622,,,
generator,PLTMG_Bangkanai_Blok_#02,,,,115.137,-0.623,,,
generator,PLTMG_Bangkanai_Blok_#03,,,,115.137,-0.623,,,
generator,PLTMG_Bangkanai_Blok_#04,,,,115.137,-0.623,,,
generator,PLTU_Asam_Asam_#01,,,,115.105,-3.927,,,
generator,PLTU_Asam_Asam_#02,,,,115.106,-3.926,,,
generator,PLTU_Asam_Asam_#03,,,,115.106,-3.926,,,
generator,PLTU_Asam_Asam_#04,,,,115.106,-3.926,,,
generator,PLTU_Pulang_Pisau_#01,,,,114.209,-2.823,,,
generator,PLTU_Pulang_Pisau_#02,,,,114.209,-2.823,,,
generator,PLTMG_Bontang_Wartsila_#01,,,,117.454,0.137,,,
generator,PLTMG_MPP_Kaltim_#03,,,,117.454,0.138,,,
generator,PLTMG_MPP_Kaltim_#04,,,,117.454,0.138,,,
generator,PLTMG_MPP_Kaltim_#01,,,,117.454,0.138,,,
generator,PLTMG_MPP_Kaltim_#02,,,,117.454,0.138,,,
generator,PLTMG_Bontang_Wartsila_#02,,,,117.454,0.137,,,
generator,PLTU_Teluk_Balikpapan_#01,,,,116.789,-1.17,,,
generator,PLTU_Teluk_Balikpapan_#02,,,,116.789,-1.17,,,
generator,PLTGU_Tanjung_Batu_#01,,,,117.051,-0.382,,,
generator,PLTGU_Tanjung_Batu_#02,,,,117.051,-0.381,,,
generator,PLTGU_Tanjung_Batu_#03,,,,117.051,-0.381,,,
generator,PLTG_Peaking_#01,,,,117.052,-0.384,,,
generator,PLTG_Peaking_#02,,,,117.052,-0.384,,,
generator,PLTG_Sambera_#01,,,,117.291,-0.317,,,
generator,PLTG_Sambera_#02,,,,117.292,-0.317,,,
generator,PLTG_Siantan,,,,109.327,-0.001,,,
generator,PLTU_Parit_Baru_Site Bengkayang #01,,,,108.874,0.837,,,
generator,PLTU_Sanggau_#01,,,,110.556,0.03,,,
generator,PLTU_Sanggau_#02,,,,110.556,0.03,,,
generator,PLTU_Sintang_#01,,,,111.434,0.074,,,
generator,PLTU_Sintang_#02,,,,111.434,0.074,,,
generator,PLTU_Sintang_#03,,,,111.434,0.074,,,
generator,PLTU_Ketapang_#01,,,,109.942,-1.782,,,
generator,PLTU_Ketapang_#02,,,,109.942,-1.782,,,
generator,PLTMG_Kaltimex,,,,117.053,-0.383,,,
generator,PLTMG_SW_Petung_(PT._Benuo_Taka_Energy)_#01,,,,116.74,-1.291,,,
generator,PLTMG_SW_Petung_(PT._Benuo_Taka_Energy)_#02,,,,116.74,-1.291,,,
generator,PLTMG_SW_Petung_(PT._Benuo_Taka_Energy)_#03,,,,116.74,-1.291,,,
generator,PLTMG_SW_Petung_(PT._Benuo_Taka_Energy)_#04,,,,116.74,-1.291,,,
generator,PLTU_PT._Conch_South_Kalimantan_Cement_(SKC),,,,115.57,-2.063,,,
generator,PLTU_Dua_Samudera_Perkasa_(DSP),,,,116.029,-3.309,,,
generator,PLTU_Rimau_Electric,,,,115.127,-2.018,,,
generator,PLTMG_Belimbing,,,,117.451,0.166,,,
generator,PLTU_Kariangau_(PT._Kariangau_Power)_#01,,,,116.801,-1.199,,,
generator,PLTU_Kariangau_(PT._Kariangau_Power)_#02,,,,116.801,-1.199,,,
generator,PLTU_Senoni_#01,,,,117.093,-0.543,,,
generator,PLTU_Senoni_#02,,,,117.093,-0.544,,,
generator,PLTU_Rimba_Raya,,,,117.035,-0.547,,,
generator,PLTU_MT_Kaltim_(Muara_Jawa)_#01,,,,117.189,-0.78,,,
generator,PLTU_MT_Kaltim_(Muara_Jawa)_#02,,,,117.189,-0.78,,,
generator,PLTU_Kalsel-1_(PT._Tanjung_Power_Indonesia)_#01,,,,115.442,-2.162,,,
generator,PLTU_Kalsel-1_(PT._Tanjung_Power_Indonesia)_#02,,,,115.443,-2.162,,,
generator,PLTG_Senipah_#01,,,,117.135,-0.988,,,
generator,PLTG_Senipah_#02,,,,117.136,-0.987,,,
generator,PLTU_Embalut_(PT._Cahaya_Fajar_Kaltim)_#01,,,,117.062,-0.373,,,
generator,PLTU_Embalut_(PT._Cahaya_Fajar_Kaltim)_#02,,,,117.062,-0.373,,,
generator,PLTU_Embalut_Ekspansi_(PT._Cahaya_Fajar_Kaltim),,,,117.063,-0.373,,,
generator,PLTMG_MPP_PLN_Batam_(MPP_Pontianak),,,,109.204,0.059,,,
generator,PLTD_Kuala_Kurun_#01_(MWM),,,,113.873,-1.117,,,
generator,PLTD_Kuala_Kurun_#02_(DEUTZ_MWM),,,,113.873,-1.117,,,
generator,PLTD_Kuala_Kurun_#03_MITSUBISHI),,,,113.872,-1.117,,,
generator,PLTD_Kuala_Kurun_#04_MITSUBISHI),,,,113.872,-1.117,,,
generator,PLTD_Kuala_Kurun_#05_MITSUBISHI),,,,113.872,-1.117,,,
generator,PLTD_Kuala_Pembuang_#01_(MWM),,,,112.545,-3.39,,,
generator,PLTD_Kuala_Pembuang_#05_(MITSUBISHI),,,,112.545,-3.39,,,
generator,PLTD_Kuala_Pembuang_#06_(MITSUBISIH),,,,112.545,-3.39,,,
generator,PLTD_Kuala_Pembuang_#07_(MITSUBISHI),,,,112.545,-3.39,,,
generator,PLTD_Kuala_Pembuang_#08_(MITSUBISHI),,,,112.545,-3.39,,,
generator,PLTD_Sukamara_#03_(MWM),,,,111.164,-2.717,,,
generator,PLTD_Sukamara_#04_(DEUTZ),,,,111.164,-2.717,,,
generator,PLTD_Sukamara_#05_(DEUTZ_AG),,,,111.164,-2.717,,,
generator,PLTD_Sukamara_#06_(MTU),,,,111.164,-2.717,,,
generator,PLTD_Sukamara_#07_(MITSUBITSI),,,,111.164,-2.717,,,
generator,PLTD_Sukamara_#08_(MITSUBITSI),,,,111.164,-2.717,,,
generator,PLTD_Sukamara_#09_(MITSUBITSI),,,,111.164,-2.717,,,
generator,PLTU_PT._Smart_Tarjun_Refinery,,,,116.119,-3.271,,,
generator,PLTD_Sewa_UPM_Kuala_Kurun,,,,113.872,-1.117,,,
generator,PLTD_Sewa_DKK_Kuala_Pembuang,,,,112.545,-3.39,,,
generator,PLTD_DKK_Sukamara,,,,111.164,-2.717,,,
generator,PLTU_Pangkalan_Bun_(PT._Eksploitasi_Energi_Indonesia),,,,111.703,-2.771,,,
generator,PLTD_Kuala_Pembuang_#02_(DEUTZ_MWM),,,,112.545,-3.39,,,
generator,PLTD_Kuala_Pembuang_#03_(DEUTZ_MWM),,,,112.545,-3.39,,,
generator,PLTD_Kuala_Pembuang_#04_(DEUTZ_MWM),,,,112.545,-3.39,,,
generator,PLTD_Sukamara_#01_(MAN),,,,111.164,-2.717,,,
generator,PLTD_Sukamara_#02_(MAN),,,,111.164,-2.717,,,
generator,PLTU_Lati_(PT._Indo_Pusaka_Berau),,,,117.619,2.215,,,
generator,PLTU_Sangatta_(PT._Kaltim_Prima_Coal)_Ex_Sektor Mahakam,,,,117.635,0.539,,,
generator,PLTMG_Gunung_Belah_#01,,,,117.596,3.304,,,
generator,PLTMG_Gunung_Belah_#02,,,,117.596,3.304,,,
generator,PLTMG_Bunyu_(PT._Prastiwahyu),,,,117.845,3.475,,,
generator,PLTMG_Sw_Tanah_Merah_(KSO_PT._TAN_Energy),,,,117.535,3.764,,,
generator,PLTMG_Nunukan_KSO_Bugak,,,,117.64,4.133,,,
generator,PLTMG_Sw_Tarakan_(PT._PLN_Tarakan_-_PT._Atamora),,,,117.596,3.304,,,
generator,PLTG_Sw_Tarakan_(PT._PLN_Tarakan_-_Perusda),,,,117.596,3.304,,,
generator,PLTMG_Sw_Tarakan_II_(PT._PLN_Tarakan_-_PT._Max_Power),,,,117.654,3.343,,,
generator,PLTMG_Sw_Tarakan_II_(PT._PLN_Tarakan_-_PT._Sewatama),,,,117.654,3.343,,,
generator,PLTMG_Sw_Tarakan_I_(PT._PLN_Tarakan_-_PT._Max_Power),,,,117.654,3.343,,,
generator,PLTMG_Sw_Tarakan_III_(PT._PLN_Tarakan_-_PT._Max_Power),,,,117.654,3.343,,,
generator,PLTMG_Sw_Tarakan_IV_(PT._PLN_Tarakan_-_PT._Max_Power),,,,117.654,3.343,,,
generator,PLTU_PT._Idec_Abadi_Wood_Industries_(AWI),,,,117.612,3.292,,,
generator,PLTU_PT._Indocement_Tunggal_Perkasa,,,,116.108,-3.273,,,
generator,PLTU_PT._Makmur_Sejahtera_Wisesa,,,,115.445,-2.158,,,
generator,PLTG_PLN_Tarakan_#01,,,,117.596,3.303,,,
generator,PLTMG_PLN_Tarakan,,,,117.596,3.303,,,
generator,PLTG_PLN_Tarakan_#02,,,,117.596,3.304,,,
generator,PLTU_PT._Sumber_Alam_Sekurau_(SAS),,,,117.521,2.794,,,
generator,PLTU_PT._Wijaya_Triutama_Plywood_Industri,,,,114.562,-3.336,,,
generator,PLTU_PT._Kaltim_Daya_Mandiri,,,,117.497,0.175,,,
generator,PLTU_PT._Kalimantan_Powerindo,,,,116.837,-0.32,,,
generator,PLTU_Tembilok_(IPP_Ketapang)_#01,,,,109.952,-1.782,,,
generator,PLTU_Tembilok_(IPP_Ketapang)_#02,,,,109.952,-1.782,,,
generator,PLTU_Parit_Baru_Site_Bengkayang_#02,,,,108.874,0.837,,,
generator,PLTMG_Tanjung_Selor_Unit_2,,,,117.367,2.814,,,
generator,PLTU_Kaltim_(FTP2)_Unit_1,,,,117.492,0.054,,,
generator,PLTU_Tanjung_Redep_/_Berau_#02,,,,117.393,2.156,,,
generator,PLTU_Kaltim_(FTP2)_Unit_2,,,,117.492,0.055,,,
generator,PLTMG_Tanjung_Selor_Unit_1,,,,117.367,2.814,,,
generator,PLTU_Kaltim_4_(Ekspansi-2_Embalut)_#01,,,,117.066,-0.364,,,
generator,PLTU_Kaltim_4_(Ekspansi-2_Embalut)_#02,,,,117.066,-0.364,,,
generator,PLTU_Tanjung_Redep_/_Berau_#01,,,,117.393,2.156,,,
generator,PLTBg_Suka_Damai,,,,115.773,-3.341,,,
generator,PLTU_Kalselteng_1_(PT._SKS_Listrik_Kalimantan)_#01,,,,113.567,-1.374,,,
generator,PLTU_Kalselteng_1_(PT._SKS_Listrik_Kalimantan)_#02,,,,113.567,-1.374,,,
generator,PLTD_Kuala_Pembuang_Unit_7,,,,112.545,-3.39,,,
generator,PLTU_Kalbar_1_Unit_1,,,,108.846,0.815,,,
generator,PLTGU_Senipah_(ST),,,,117.136,-0.987,,,
generator,PLTD_Kuala_Pembuang_Unit_9,,,,112.545,-3.39,,,
generator,PLTU_Kalbar_1_Unit_2,,,,108.846,0.816,,,
generator,PLTD_Kuala_Kurun_Unit_2-3,,,,113.872,-1.117,,,
generator,PLTD_Kuala_Kurun_Unit_4,,,,113.872,-1.117,,,
generator,PLTD_Gunung_Purei_Unit_123,,,,115.62,-1.133,,,
generator,PLTD_Simpang_Sepaku_Mitsubishi_Unit_56,,,,111.503,-2.209,,,
generator,PLTD_Simpang_Sepaku_Mitsubishi_Unit_9,,,,111.502,-2.209,,,
generator,PLTD_Kartamulia_Sukamara_Mitsubishi_Unit_78,,,,111.211,-2.685,,,
