node,type,location,lon,lat,p_nom,carrier,marginal_cost,owner,build_year,bus,voltage
PLTD Tanjung Jawa,generator,Kalimantan Tengah,114.835,-1.565,0.22,Oil,,PLN,1993,,
PLTD Muara Plantau,generator,Kalimantan Tengah,115.001,-1.939,0.18,Oil,,PLN,1994,,
PLTD Bundar,generator,Kalimantan Tengah,114.93,-1.478,0.12,Oil,,PLN,1997,,
PLTD Merawan Lama,generator,Kalimantan Tengah,114.884,-1.451,0.28,Oil,,PLN,1993,,
PLTD Babai,generator,Kalimantan Tengah,114.836,-1.954,0.4,Oil,,PLN,1993,,
PLTD Mangkatip,generator,Kalimantan Tengah,114.851,-2.224,0.44,Oil,,PLN,1984,,
PLTD Teluk Betung,generator,Kalimantan Tengah,114.863,-1.978,0.26,Oil,,PLN,1993,,
PLTD Rangga Ilung,generator,Kalimantan Tengah,114.871,-2.34,0.5,Oil,,PLN,1982,,
PLTD Damparan,generator,Kalimantan Tengah,114.868,-2.138,0.44,Oil,,PLN,1994,,
PLTD Benangin,generator,Kalimantan Tengah,115.088,-0.978,0.36,Oil,,PLN,1990,,
PLTD Tumpung Laung,generator,Kalimantan Tengah,114.816,-1.321,1.04,Oil,,PLN,1981,,
PLTD Luwe Hulu,generator,Kalimantan Tengah,114.941,-0.795,0.48,Oil,,PLN,1987,,
PLTD Montalat,generator,Kalimantan Tengah,114.894,-1.323,0.26,Oil,,PLN,1996,,
PLTD Kandui,generator,Kalimantan Tengah,115.119,-1.257,1.13,Oil,,PLN,1984,,
PLTD Sabuh,generator,Kalimantan Tengah,114.976,-0.971,0.22,Oil,,PLN,1996,,
PLTD Muara Laung,generator,Kalimantan Tengah,114.732,-0.599,2.07,Oil,,PLN,1987,,
PLTD Tumbang Lahung,generator,Kalimantan Tengah,114.302,-0.695,0.38,Oil,,PLN,1993,,
PLTD PT. Kaltimex Energy (Puruk Cahu),generator,Kalimantan Tengah,114.583,-0.583,4.5,Oil,,Sewa,N/A,,
PLTD Karangan,generator,Kalimantan Timur,117.673,1.35,1,Oil,,PLN,1992,,
PLTBm Karangan DL,generator,Kalimantan Timur,117.673,1.35,0.35,Biomass,,Excess Power,1992,,
PLTD Pengadan,generator,Kalimantan Timur,117.673,1.35,0.62,Oil,,Excess Power,2016,,
PLTD Muara Wahau Altrak,generator,Kalimantan Timur,116.843,1.045,3,Oil,,PLN,1995,,
PLTD Batu Ampar,generator,Kalimantan Timur,116.831,0.679,0.4,Oil,,PLN,1998,,
PLTD Senyiur,generator,Kalimantan Timur,116.623,0.312,0.48,Oil,,PLN,2002,,
PLTD Senyiur Pemkab,generator,Kalimantan Timur,116.623,0.312,0.4,Oil,,PLN,2002,,
PLTD Long Segar,generator,Kalimantan Timur,116.821,0.798,0.44,Oil,,PLN,1998,,
PLTD Gemar Baru,generator,Kalimantan Timur,116.376,0.801,0.48,Oil,,PLN,1996,,
PLTD Gemar Baru Pemkab,generator,Kalimantan Timur,116.376,0.801,0.2,Oil,,PLN,1996,,
PLTD Muara Pantuan,generator,Kalimantan Timur,117.569,-0.58,0.36,Oil,,PLN,1998,,
PLTD Melak Pemkab,generator,Kalimantan Timur,115.832,-0.212,5.2,Oil,,BUMN,2001,,
PLTD Melak Sewatama,generator,Kalimantan Timur,115.831,-0.212,4,Oil,,BUMN,2001,,
PLTD Melak Kaltimex,generator,Kalimantan Timur,115.832,-0.212,6,Oil,,BUMN,2001,,
PLTD Long Iram,generator,Kalimantan Timur,115.633,0.013,1.44,Oil,,PLN,2001,,
PLTD Long Iram Pemkab,generator,Kalimantan Timur,115.633,0.013,0.5,Oil,,PLN,2001,,
PLTD Muara Pahu,generator,Kalimantan Timur,116.064,-0.325,0.8,Oil,,PLN,1992,,
PLTD Datah Bilang,generator,Kalimantan Timur,115.464,0.226,0.54,Oil,,PLN,1992,,
PLTD Long Bagun,generator,Kalimantan Timur,115.237,0.226,0.3,Oil,,PLN,1997,,
PLTD Long Bagun Pemkab,generator,Kalimantan Timur,115.257,0.206,0.52,Oil,,BUMN,2015,,
PLTD Dilang Putih,generator,Kalimantan Timur,115.766,-0.717,0.22,Oil,,PLN,1994,,
PLTD Tabisaq,generator,Kalimantan Timur,115.921,-0.497,0.52,Oil,,PLN,1996,,
PLTD Kelumpang,generator,Kalimantan Timur,115.823,-0.173,0.12,Oil,,PLN,1994,,
PLTD Muara Muntai,generator,Kalimantan Timur,116.474,-0.643,1.5,Oil,,PLN,1994,,
PLTD Penyinggahan,generator,Kalimantan Timur,116.223,-0.387,0.56,Oil,,PLN,1992,,
PLTD Tanjung Isuy,generator,Kalimantan Timur,116.14,-0.514,1.88,Oil,,PLN,1994,,
PLTD Muara Siran,generator,Kalimantan Timur,116.636,-0.128,0.18,Oil,,PLN,1994,,
PLTD Muara Kedang,generator,Kalimantan Timur,116.298,-0.567,0.42,Oil,,PLN,1991,,
PLTD Semayang,generator,Kalimantan Timur,116.452,-0.183,0.18,Oil,,PLN,1995,,
PLTD Jantur,generator,Kalimantan Timur,116.29,-0.42,0.724,Oil,,PLN,1994,,
PLTD Tabang,generator,Kalimantan Timur,115.927,0.673,0.53,Oil,,PLN,1995,,
PLTD Muara Aloh,generator,Kalimantan Timur,116.352,-0.432,0.16,Oil,,PLN,1981,,
PLTD Sedulang,generator,Kalimantan Timur,116.811,-0.125,0.44,Oil,,PLN,1981,,
PLTD Long Apari,generator,Kalimantan Timur,114.534,0.812,0.64,Oil,,PLN,2015,,
PLTD Long Pahangai,generator,Kalimantan Timur,114.709,0.883,0.6,Oil,,PLN,2015,,
PLTBg Rea Kaltim,generator,Kalimantan Timur,115.801,-0.242,2,Biogas,,Excess Power,2011,,
PLTD Samabliung Kaltimex,generator,Kalimantan Timur,117.511,2.158,3,Oil,,PLN,1996,,
PLTD Bunyu,generator,Kalimantan Utara,117.845,3.469,1,Oil,,PLN,2000,,
PLTD Atap,generator,Kalimantan Utara,117.049,3.855,0.3,Oil,,PLN,1983,,
PLTD Tanah Merah,generator,Kalimantan Utara,117.54,3.764,0.43,Oil,,PLN,1994,,
PLTD Sekatak Pemkab,generator,Kalimantan Utara,117.07,3.307,0.426,Oil,,PLN,1987,,
PLTD Sekatak,generator,Kalimantan Utara,117.07,3.307,0.6,Oil,,PLN,1987,,
PLTD Malinau Pemkab,generator,Kalimantan Utara,116.611,3.541,7.672,Oil,,BUMN,1996,,
PLTD Biduk-Biduk,generator,Kalimantan Timur,118.746,1.216,1.64,Oil,,PLN,1983,,
PLTD Malinau Kaltimex,generator,Kalimantan Utara,116.611,3.541,2,Oil,,BUMN,1996,,
PLTD KTT Pemkab,generator,Kalimantan Utara,116.933,3.608,3.68,Oil,,BUMN,2009,,
PLTD KTT,generator,Kalimantan Utara,116.933,3.608,3.81,Oil,,BUMN,2009,,
PLTD Selor Sewatama,generator,Kalimantan Utara,117.386,2.832,2,Oil,,PLN,1977,,
PLTD Selor Makro,generator,Kalimantan Utara,117.386,2.832,7.3,Oil,,PLN,1977,,
PLTD Long Peso,generator,Kalimantan Utara,116.781,2.691,0.443,Oil,,PLN,1992,,
PLTD Mara,generator,Kalimantan Utara,116.239,2.75,0.5,Oil,,PLN,1993,,
PLTD Long Beluah,generator,Kalimantan Utara,116.121,2.738,0.5,Oil,,PLN,1994,,
PLTD Nunukan,generator,Kalimantan Utara,117.64,4.134,11.198,Oil,,PLN,1977,,
PLTD Nunukan Pemkab,generator,Kalimantan Utara,117.64,4.134,7.02,Oil,,PLN,1977,,
PLTD Sebatik,generator,Kalimantan Utara,117.909,4.147,6.712,Oil,,PLN,1983,,
PLTS Sebatik,generator,Kalimantan Utara,117.909,4.147,0.34,Solar,,PLN,1983,,
PLTD Tanjung Batu,generator,Kalimantan Timur,118.092,2.278,1.43,Oil,,PLN,2000,,
PLTD Talisayan Pemkab,generator,Kalimantan Timur,118.177,1.605,0.8,Oil,,PLN,1999,,
PLTD Talisayan,generator,Kalimantan Timur,118.177,1.605,2.25,Oil,,PLN,2013,,
PLTD Talisayan PT IPB,generator,Kalimantan Timur,118.177,1.605,1,Oil,,PLN,2013,,
PLTBm Talisayan DL,generator,Kalimantan Timur,118.177,1.605,0.26,Biomass,,Excess Power,2013,,
PLTD Gunung Sari,generator,Kalimantan Timur,117.116,2.185,0.57,Oil,,PLN,1994,,
PLTBm Gunung Sari HHM,generator,Kalimantan Timur,117.117,2.185,0.2,Biomass,,Excess Power,N/A,,
PLTD Derawan,generator,Kalimantan Timur,118.243,2.286,1.27,Oil,,PLN,1983,,
PLTS Derawan,generator,Kalimantan Timur,118.243,2.286,0.09,Oil,,PLN,1983,,
PLTD Batu Putih,generator,Kalimantan Timur,118.446,1.352,0.82,Oil,,PLN,1995,,
PLTD Merasa,generator,Kalimantan Timur,117.251,1.806,0.28,Oil,,PLN,1994,,
PLTD Tubaan,generator,Kalimantan Timur,117.859,1.818,0.455,Oil,,PLN,1987,,
PLTD Krayan,generator,Kalimantan Utara,115.7,3.883,0.8,Oil,,PLN,2015,,
PLTMH Krayan Pemkab,generator,Kalimantan Utara,115.7,3.883,0.08,Run_of_River,,PLN,2015,,
PLTMH Krayan,generator,Kalimantan Utara,115.7,3.883,0.16,Run_of_River,,PLN,2015,,
PLTD Seimenggaris,generator,Kalimantan Utara,117.341,4.188,0.6,Oil,,PLN,2015,,
PLTS Seimenggaris ESDM,generator,Kalimantan Utara,117.341,4.188,0.1,Solar,,PLN,2015,,
PLTD Sebuku,generator,Kalimantan Utara,117.023,4.063,0.695,Oil,,PLN,2016,,
PLTS Sebuku ESDM,generator,Kalimantan Utara,117.023,4.063,0.1,Solar,,PLN,2016,,
PLTD Tulin Onsoi,generator,Kalimantan Utara,116.992,4.18,1,Oil,,PLN,2015,,
PLTS Tulin Onsoi ESDM,generator,Kalimantan Utara,116.992,4.18,0.1,Solar,,BUMN,2016,,
PLTS Sebatik ESDM,generator,Kalimantan Utara,117.802,4.153,0.2,Solar,,BUMN,2015,,
PLTD Lumbis Ogong,generator,Kalimantan Utara,116.548,3.93,0.5,Oil,,PLN,2016,,
PLTS Lumbis Ogong ESDM,generator,Kalimantan Utara,116.548,3.93,0.1,Solar,,PLN,2016,,
PLTD Kayan Hulu,generator,Kalimantan Utara,114.91,1.785,1.275,Oil,,IO,N/A,,
PLTS Kayan Hulu ESDM,generator,Kalimantan Utara,117.595,3.304,0.1,Solar,,EBTKE,N/A,,
PLTD Tarakan,generator,Kalimantan Utara,117.595,3.304,15.264,Oil,,PLN,N/A,,
PLTD Sewa Tarakan,generator,Kalimantan Utara,117.595,3.303,17,Oil,,PLN,N/A,,
PLTG Trisakti,generator,Kalimantan Selatan,114.57,-3.31,21,Oil,,PLN,1985,,
PLTMG Bangkanai Blok #01,generator,Kalimantan Tengah,115.137,-0.622,39.076,Gas,,PLN,2016,,
PLTMG Bangkanai Blok #02,generator,Kalimantan Tengah,115.137,-0.623,39.076,Gas,,PLN,2016,,
PLTMG Bangkanai Blok #03,generator,Kalimantan Tengah,115.137,-0.623,39.076,Gas,,PLN,2016,,
PLTMG Bangkanai Blok #04,generator,Kalimantan Tengah,115.137,-0.623,39.076,Gas,,PLN,2016,,
PLTU Asam Asam #01,generator,Kalimantan Selatan,115.105,-3.927,65,Coal,,PLN,2000,,
PLTU Asam Asam #02,generator,Kalimantan Selatan,115.106,-3.926,65,Coal,,PLN,2000,,
PLTU Asam Asam #03,generator,Kalimantan Selatan,115.106,-3.926,65,Coal,,PLN,2013,,
PLTU Asam Asam #04,generator,Kalimantan Selatan,115.106,-3.926,65,Coal,,PLN,2013,,
PLTU Pulang Pisau #01,generator,Kalimantan Tengah,114.209,-2.823,60,Coal,,PLN,2016,,
PLTU Pulang Pisau #02,generator,Kalimantan Tengah,114.209,-2.823,60,Coal,,PLN,2017,,
PLTMG Bontang Wartsila #01,generator,Kalimantan Timur,117.454,0.137,6.97,Gas,,PLN,2009,,
PLTMG MPP Kaltim #03,generator,Kalimantan Timur,117.454,0.138,9.78,Gas,,PLN,2018,,
PLTMG MPP Kaltim #04,generator,Kalimantan Timur,117.454,0.138,9.78,Gas,,PLN,2017,,
PLTMG MPP Kaltim #01,generator,Kalimantan Timur,117.454,0.138,9.78,Gas,,PLN,2018,,
PLTMG MPP Kaltim #02,generator,Kalimantan Timur,117.454,0.138,9.78,Gas,,PLN,2018,,
PLTMG Bontang Wartsila #02,generator,Kalimantan Timur,117.454,0.137,6.97,Gas,,PLN,2009,,
PLTU Teluk Balikpapan #01,generator,Kalimantan Timur,116.789,-1.17,110,Coal,,PLN,2017,,
PLTU Teluk Balikpapan #02,generator,Kalimantan Timur,116.789,-1.17,110,Coal,,PLN,2017,,
PLTGU Tanjung Batu #01,generator,Kalimantan Timur,117.051,-0.382,20,Oil,,PLN,1997,,
PLTGU Tanjung Batu #02,generator,Kalimantan Timur,117.051,-0.381,20,Oil,,PLN,1997,,
PLTGU Tanjung Batu #03,generator,Kalimantan Timur,117.051,-0.381,20,Oil,,PLN,1998,,
PLTG Peaking #01,generator,Kalimantan Timur,117.052,-0.384,70,Oil,,PLN,2014,,
PLTG Peaking #02,generator,Kalimantan Timur,117.052,-0.384,70,Oil,,PLN,2014,,
PLTG Sambera #01,generator,Kalimantan Timur,117.291,-0.317,20,Oil,,PLN,2009,,
PLTG Sambera #02,generator,Kalimantan Timur,117.292,-0.317,20,Oil,,PLN,2009,,
PLTG Siantan,generator,Kalimantan Barat,109.327,-0.001,34,Oil,,PLN,1997,,
PLTU Parit Baru Site Bengkayang #01,generator,Kalimantan Barat,108.874,0.837,55,Coal,,PLN,2018,,
PLTU Sanggau #01,generator,Kalimantan Barat,110.556,0.03,7,Coal,,PLN,2014,,
PLTU Sanggau #02,generator,Kalimantan Barat,110.556,0.03,7,Coal,,PLN,2014,,
PLTU Sintang #01,generator,Kalimantan Barat,111.434,0.074,9,Coal,,IPP,2018,,
PLTU Sintang #02,generator,Kalimantan Barat,111.434,0.074,9,Coal,,IPP,2018,,
PLTU Sintang #03,generator,Kalimantan Barat,111.434,0.074,9,Coal,,IPP,2018,,
PLTU Ketapang #01,generator,Kalimantan Barat,109.942,-1.782,10,Coal,,PLN,2016,,
PLTU Ketapang #02,generator,Kalimantan Barat,109.942,-1.782,10,Coal,,PLN,2016,,
PLTMG Kaltimex,generator,Kalimantan Timur,117.053,-0.383,9.6,Gas,,Sewa,2008,,
PLTMG SW Petung (PT. Benuo Taka Energy) #01,generator,Kalimantan Timur,116.74,-1.291,1,Gas,,Sewa,2010,,
PLTMG SW Petung (PT. Benuo Taka Energy) #02,generator,Kalimantan Timur,116.74,-1.291,1,Gas,,Sewa,2010,,
PLTMG SW Petung (PT. Benuo Taka Energy) #03,generator,Kalimantan Timur,116.74,-1.291,1,Gas,,Sewa,2010,,
PLTMG SW Petung (PT. Benuo Taka Energy) #04,generator,Kalimantan Timur,116.74,-1.291,1,Gas,,Sewa,2010,,
PLTU PT. Conch South Kalimantan Cement (SKC),generator,Kalimantan Selatan,115.57,-2.063,15,Coal,,IO,2015,,
PLTU Dua Samudera Perkasa (DSP),generator,Kalimantan Selatan,116.029,-3.309,6,Coal,,IO,2008,,
PLTU Rimau Electric,generator,Kalimantan Tengah,115.127,-2.018,7,Coal,,IPP,2013,,
PLTMG Belimbing,generator,Kalimantan Timur,117.451,0.166,8,Gas,,Excess Power,2014,,
PLTU Kariangau (PT. Kariangau Power) #01,generator,Kalimantan Timur,116.801,-1.199,15,Coal,,PPU,2014,,
PLTU Kariangau (PT. Kariangau Power) #02,generator,Kalimantan Timur,116.801,-1.199,15,Coal,,PPU,2014,,
PLTU Senoni #01,generator,Kalimantan Timur,117.093,-0.543,7.5,Coal,,IO,2011,,
PLTU Senoni #02,generator,Kalimantan Timur,117.093,-0.544,7.5,Coal,,IO,2011,,
PLTU Rimba Raya,generator,Kalimantan Timur,117.035,-0.547,7.5,Coal,,IO,2015,,
PLTU MT Kaltim (Muara Jawa) #01,generator,Kalimantan Timur,117.189,-0.78,33,Coal,,IPP,2018,,
PLTU MT Kaltim (Muara Jawa) #02,generator,Kalimantan Timur,117.189,-0.78,33,Coal,,IPP,2018,,
PLTU Kalsel-1 (PT. Tanjung Power Indonesia) #01,generator,Kalimantan Selatan,115.442,-2.162,115,Coal,,IPP,2019,,
PLTU Kalsel-1 (PT. Tanjung Power Indonesia) #02,generator,Kalimantan Selatan,115.443,-2.162,115,Coal,,IPP,2019,,
PLTG Senipah #01,generator,Kalimantan Timur,117.135,-0.988,46,Gas,,IPP,2014,,
PLTG Senipah #02,generator,Kalimantan Timur,117.136,-0.987,46,Gas,,IPP,2015,,
PLTU Embalut (PT. Cahaya Fajar Kaltim) #01,generator,Kalimantan Timur,117.062,-0.373,25,Coal,,IPP,2008,,
PLTU Embalut (PT. Cahaya Fajar Kaltim) #02,generator,Kalimantan Timur,117.062,-0.373,25,Coal,,IPP,2008,,
PLTU Embalut Ekspansi (PT. Cahaya Fajar Kaltim),generator,Kalimantan Timur,117.063,-0.373,50,Coal,,IPP,2008,,
PLTMG MPP PLN Batam (MPP Pontianak),generator,Kalimantan Barat,109.204,0.059,100,Oil,,IPP,2017,,
PLTD Kuala Kurun #01 (MWM),generator,Kalimantan Tengah,113.873,-1.117,0.22,Oil,,PLN,1999,,
PLTD Kuala Kurun #02 (DEUTZ MWM),generator,Kalimantan Tengah,113.873,-1.117,0.528,Oil,,PLN,2004,,
PLTD Kuala Kurun #03 MITSUBISHI),generator,Kalimantan Tengah,113.872,-1.117,1.33,Oil,,PLN,2018,,
PLTD Kuala Kurun #04 MITSUBISHI),generator,Kalimantan Tengah,113.872,-1.117,1.33,Oil,,PLN,2018,,
PLTD Kuala Kurun #05 MITSUBISHI),generator,Kalimantan Tengah,113.872,-1.117,1.33,Oil,,PLN,2018,,
PLTD Kuala Pembuang #01 (MWM),generator,Kalimantan Tengah,112.545,-3.39,0.22,Oil,,PLN,1991,,
PLTD Kuala Pembuang #05 (MITSUBISHI),generator,Kalimantan Tengah,112.545,-3.39,1.33,Oil,,PLN,2018,,
PLTD Kuala Pembuang #06 (MITSUBISIH),generator,Kalimantan Tengah,112.545,-3.39,1.33,Oil,,PLN,2018,,
PLTD Kuala Pembuang #07 (MITSUBISHI),generator,Kalimantan Tengah,112.545,-3.39,1.33,Oil,,PLN,2018,,
PLTD Kuala Pembuang #08 (MITSUBISHI),generator,Kalimantan Tengah,112.545,-3.39,1.33,Oil,,PLN,2018,,
PLTD Sukamara #03 (MWM),generator,Kalimantan Tengah,111.164,-2.717,0.22,Oil,,PLN,1998,,
PLTD Sukamara #04 (DEUTZ),generator,Kalimantan Tengah,111.164,-2.717,0.24,Oil,,PLN,1998,,
PLTD Sukamara #05 (DEUTZ AG),generator,Kalimantan Tengah,111.164,-2.717,0.7,Oil,,PLN,2000,,
PLTD Sukamara #06 (MTU),generator,Kalimantan Tengah,111.164,-2.717,0.528,Oil,,PLN,2017,,
PLTD Sukamara #07 (MITSUBITSI),generator,Kalimantan Tengah,111.164,-2.717,1.33,Oil,,PLN,2018,,
PLTD Sukamara #08 (MITSUBITSI),generator,Kalimantan Tengah,111.164,-2.717,1.33,Oil,,PLN,2018,,
PLTD Sukamara #09 (MITSUBITSI),generator,Kalimantan Tengah,111.164,-2.717,1.33,Oil,,PLN,2018,,
PLTU PT. Smart Tarjun Refinery,generator,Kalimantan Selatan,116.119,-3.271,3.2,Coal,,IO,2016,,
PLTD Sewa UPM Kuala Kurun,generator,Kalimantan Tengah,113.872,-1.117,2,Oil,,Sewa,2010,,
PLTD Sewa DKK Kuala Pembuang,generator,Kalimantan Tengah,112.545,-3.39,3,Oil,,Sewa,1991,,
PLTD DKK Sukamara,generator,Kalimantan Tengah,111.164,-2.717,2.4,Oil,,Sewa,2010,,
PLTU Pangkalan Bun (PT. Eksploitasi Energi Indonesia),generator,Kalimantan Tengah,111.703,-2.771,14,Coal,,IPP,2011,,
PLTD Kuala Pembuang #02 (DEUTZ MWM),generator,Kalimantan Tengah,112.545,-3.39,0.528,Oil,,PLN,2005,,
PLTD Kuala Pembuang #03 (DEUTZ MWM),generator,Kalimantan Tengah,112.545,-3.39,0.528,Oil,,PLN,2008,,
PLTD Kuala Pembuang #04 (DEUTZ MWM),generator,Kalimantan Tengah,112.545,-3.39,0.528,Oil,,PLN,2008,,
PLTD Sukamara #01 (MAN),generator,Kalimantan Tengah,111.164,-2.717,0.536,Oil,,PLN,2006,,
PLTD Sukamara #02 (MAN),generator,Kalimantan Tengah,111.164,-2.717,0.536,Oil,,PLN,2009,,
PLTU Lati (PT. Indo Pusaka Berau),generator,Kalimantan Timur,117.619,2.215,21,Coal,,IO,2004,,
PLTU Sangatta (PT. Kaltim Prima Coal) Ex Sektor Mahakam,generator,Kalimantan Timur,117.635,0.539,18,Coal,,IO,2017,,
PLTMG Gunung Belah #01,generator,Kalimantan Utara,117.596,3.304,6,Gas,,PLN,2004,,
PLTMG Gunung Belah #02,generator,Kalimantan Utara,117.596,3.304,6,Gas,,PLN,2004,,
PLTMG Bunyu (PT. Prastiwahyu),generator,Kalimantan Utara,117.845,3.475,2,Gas,,Sewa,2013,,
PLTMG Sw Tanah Merah (KSO PT. TAN Energy),generator,Kalimantan Utara,117.535,3.764,0.6,Gas,,Sewa,2015,,
PLTMG Nunukan KSO Bugak,generator,Kalimantan Utara,117.64,4.133,6,Gas,,Sewa,2008,,
PLTMG Sw Tarakan (PT. PLN Tarakan - PT. Atamora),generator,Kalimantan Utara,117.596,3.304,1.7,Gas,,Sewa,2017,,
PLTG Sw Tarakan (PT. PLN Tarakan - Perusda),generator,Kalimantan Utara,117.596,3.304,1,Gas,,Sewa,2017,,
PLTMG Sw Tarakan II (PT. PLN Tarakan - PT. Max Power),generator,Kalimantan Utara,117.654,3.343,1.6,Gas,,Sewa,2017,,
PLTMG Sw Tarakan II (PT. PLN Tarakan - PT. Sewatama),generator,Kalimantan Utara,117.654,3.343,1.7,Gas,,Sewa,2017,,
PLTMG Sw Tarakan I (PT. PLN Tarakan - PT. Max Power),generator,Kalimantan Utara,117.654,3.343,4.5,Gas,,Sewa,2017,,
PLTMG Sw Tarakan III (PT. PLN Tarakan - PT. Max Power),generator,Kalimantan Utara,117.654,3.343,3,Gas,,Sewa,2017,,
PLTMG Sw Tarakan IV (PT. PLN Tarakan - PT. Max Power),generator,Kalimantan Utara,117.654,3.343,2.5,Gas,,Sewa,2017,,
PLTU PT. Idec Abadi Wood Industries (AWI),generator,Kalimantan Utara,117.612,3.292,7,Coal,,PPU,2017,,
PLTU PT. Indocement Tunggal Perkasa,generator,Kalimantan Selatan,116.108,-3.273,55,Coal,,IO,2000,,
PLTU PT. Makmur Sejahtera Wisesa,generator,Kalimantan Selatan,115.445,-2.158,60,Coal,,PPU,2013,,
PLTG PLN Tarakan #01,generator,Kalimantan Utara,117.596,3.303,15.7,Gas,,PLN,2004,,
PLTMG PLN Tarakan,generator,Kalimantan Utara,117.596,3.303,30,Gas,,PLN,2004,,
PLTG PLN Tarakan #02,generator,Kalimantan Utara,117.596,3.304,23.6,Gas,,PLN,2011,,
PLTU PT. Sumber Alam Sekurau (SAS),generator,Kalimantan Utara,117.521,2.794,7.5,Coal,,PPU,2016,,
PLTU PT. Wijaya Triutama Plywood Industri,generator,Kalimantan Selatan,114.562,-3.336,45,Coal,,PPU,2016,,
PLTU PT. Kaltim Daya Mandiri,generator,Kalimantan Timur,117.497,0.175,34,Coal,,PPU,2016,,
PLTU PT. Kalimantan Powerindo,generator,Kalimantan Timur,116.837,-0.32,15,Coal,,PPU,2016,,
PLTU Tembilok (IPP Ketapang) #01,generator,Kalimantan Barat,109.952,-1.782,7.5,Coal,,IPP,2019,,
PLTU Tembilok (IPP Ketapang) #02,generator,Kalimantan Barat,109.952,-1.782,7.5,Coal,,IPP,2019,,
PLTU Parit Baru Site Bengkayang #02,generator,Kalimantan Barat,108.874,0.837,55,Coal,,PLN,2019,,
PLTMG Tanjung Selor Unit 2,generator,Kalimantan Utara,117.367,2.814,8.912,Gas,,IPP,2019,,
PLTU Kaltim (FTP2) Unit 1,generator,Kalimantan Timur,117.492,0.054,100,Coal,,IPP,2019,,
PLTU Tanjung Redep / Berau #02,generator,Kalimantan Timur,117.393,2.156,9.13,Coal,,PLN,2020,,
PLTU Kaltim (FTP2) Unit 2,generator,Kalimantan Timur,117.492,0.055,125,Coal,,IPP,2020,,
PLTMG Tanjung Selor Unit 1,generator,Kalimantan Utara,117.367,2.814,8.912,Gas,,PLN,2020,,
PLTU Kaltim 4 (Ekspansi-2 Embalut) #01,generator,Kalimantan Timur,117.066,-0.364,115,Coal,,IPP,2020,,
PLTU Kaltim 4 (Ekspansi-2 Embalut) #02,generator,Kalimantan Timur,117.066,-0.364,115,Coal,,IPP,2020,,
PLTU Tanjung Redep / Berau #01,generator,Kalimantan Timur,117.393,2.156,9.5,Coal,,PLN,2020,,
PLTBg Suka Damai,generator,Kalimantan Selatan,115.773,-3.341,2.4,Biogas,,PLN,2020,,
PLTU Kalselteng 1 (PT. SKS Listrik Kalimantan) #01,generator,Kalimantan Tengah,113.567,-1.374,115.034,Coal,,IPP,2020,,
PLTU Kalselteng 1 (PT. SKS Listrik Kalimantan) #02,generator,Kalimantan Tengah,113.567,-1.374,115.034,Coal,,IPP,2020,,
PLTD Kuala Pembuang Unit 7,generator,Kalimantan Tengah,112.545,-3.39,1.33,Oil,,PLN,2020,,
PLTU Kalbar 1 Unit 1,generator,Kalimantan Barat,108.846,0.815,125,Coal,,IPP,2020,,
PLTGU Senipah (ST),generator,Kalimantan Timur,117.136,-0.987,29.55,Gas,,IPP,2020,,
PLTD Kuala Pembuang Unit 9,generator,Kalimantan Tengah,112.545,-3.39,1,Oil,,PLN,2021,,
PLTU Kalbar 1 Unit 2,generator,Kalimantan Barat,108.846,0.816,125,Coal,,IPP,2021,,
PLTD Kuala Kurun Unit 2-3,generator,Kalimantan Tengah,113.872,-1.117,2.66,Oil,,PLN,2021,,
PLTD Kuala Kurun Unit 4,generator,Kalimantan Tengah,113.872,-1.117,1.33,Oil,,PLN,2021,,
"PLTD Gunung Purei Unit 1,2,3",generator,Kalimantan Tengah,115.62,-1.133,0.38,Oil,,PLN,2021,,
"PLTD Simpang Sepaku Mitsubishi Unit 5,6",generator,Kalimantan Tengah,111.503,-2.209,2.66,Oil,,PLN,2021,,
PLTD Simpang Sepaku Mitsubishi Unit 9,generator,Kalimantan Tengah,111.502,-2.209,1.33,Oil,,PLN,2021,,
"PLTD Kartamulia Sukamara Mitsubishi Unit 7,8",generator,N/A,111.211,-2.685,2.66,Oil,,PLN,2021,,
